bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
দেওয়ার,d̪eoe̯arɔ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওনের,d̪e͡o̯neɾ,দিবার,d̪ɪbɐɾ,দিবেল্লাই,d̪ɪbellɐ͡ɪ̯,Give,,
দেওয়া,d̪eoe̯a,দেওয়া,d̪e͡o̯ʷɐ,দেওয়া,d̪e͡o̯ʷɐ,দেওয়া,d̪e͡o̯ʷɐ,দেন,d̪ɛn,দন,d̪ɔn,Give,,
দেওয়ার,d̪eoe̯arɔ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওনের,d̪e͡o̯neɾ,দিবার,d̪ɪbɐɾ,দিবার,d̪ɪbɐɾ,Give,,
দেখছি,d̪ekʰt͡ɕʰi,দ্যাখতেয়াছি,d̪ɛkʰt̪eʲɐcʰɪ,দেখলাম,d̪ekʰlɐm,দেখতাসি,d̪ekʰt̪ɐʃɪ,দেইকছি,d̪e͡ɪ̯kcʰɪ,অরে,ɔɾe,See,,
দেখছিলাম,d̪ekʰt͡ɕʰil̪am,দ্যাখতেয়াছেলাম,d̪ɛkʰt̪eʲɐcʰelɐm,দেখাত,d̪ɛkʰɐt̪,দেখতাসিলাম,d̪ekʰt̪ɐʃɪlɐm,দেইকতাছিলাম,d̪e͡ɪ̯kɔt̪ɐcʰɪlɐm,দেইক্কিলাম,d̪e͡ɪ̯kkɪlɐm,Was watching,,
দেখছিলাম,d̪ekʰt͡ɕʰil̪amɔ,দেখতেয়াছিলাম,d̪ekʰt̪eʲɐcʰɪlɐm,দেখছিলাম,d̪ekʰcʰɪlɐm,দেখতাসিলাম,d̪ekʰt̪ɐʃɪlɐm,দেখসিলাম,d̪ekʰsɪlɐm,খেলাহাইতাম,xelɐhɐ͡ɪ̯t̪ɐm,Was watching,,
দেখছেন,d̪ekʰt͡ɕʰen̪ɔ,দেখছেন,d̪ekʰcʰen,দেখিয়ার,d̪ekʰɪʲɐɾ,দেখছেন,d̪ekʰcʰen,দেখসেন,d̪ekʰʃen,দেহন,d̪ehon,Watching,,
দেখছো,d̪ekʰt͡ɕʰo,দ্যাখছো?,d̪ɛkʰcʰo?,দেখছো,d̪ekʰcʰo,দেখতাসো,d̪ekʰt̪ɐʃo?,দেইকছো,d̪e͡ɪ̯kcʰo,দেহর,d̪ehoɾ,See,,
দেখতে,d̪ekʰt̪e,দ্যাখতে,d̪ɛkʰt̪e,দেখতে,d̪ext̪e,দেখতে,d̪ekʰt̪e,হেতের,het̪eɾ,দেখতে,d̪ext̪e,See,,
দেখবে,d̪ekʰbe,দ্যাখবা,d̪ɛkʰbɐ,দেখবা,d̪ekʰbɐ,দেখব,d̪ekʰbo,দেইকবা,d̪e͡ɪ̯kbɐ,আই,ɐ͡ɪ̯,See,,
দেখবেন,d̪ekʰben̪ɔ,দ্যাখবেন,d̪ɛkʰben,দেখবা,d̪ekʰbɐ,দেখবেন,d̪ekʰben,চাইবেন,cɐ͡ɪ̯ben,দেখিবান,d̪exɪbɐn,See,,
দেখবো,d̪ekʰbo,দেখমু,d̪ekʰmu,দেখমু,d̪ekʰmu,দেখবো,nɐ,দেইয়ুম,d̪e͡ɪ̯ʲum,চাইয়্যুম,cɐ͡ɪ̯ʲ,I will see,,
দেখল,d̪ekʰɔl̪ɔ,দেখলো,d̪ekʰlo,দেখলা,d̪ekʰlɐ,দেখল,d̪ɛkʰɔl,ছাইলো,cʰɐ͡ɪ̯lo,দেইক্কে,d̪e͡ɪ̯kke,Looked,,
দেখলাম,d̪ekʰl̪am,দেখলাম,d̪ekʰlɐm,দেখলাম,d̪ekʰlɐm,দেখলাম,d̪ekʰlɐm,ছবি,cʰobɪ,দেইলাম,d̪e͡ɪ̯lɐm,See,,
দেখলাম,d̪ekʰl̪amɔ,দেখলাম,d̪ekʰlɐm,দেখলাম,d̪ekʰlɐm,দেখলাম,kɾɐʃeɾ,দেইকলাম,d̪e͡ɪ̯kɔlɐm,দেইলাম,d̪e͡ɪ̯lɐm,See,,
দেখলে,d̪ekʰl̪e,দেখলে,d̪ekʰle,দেখলে,d̪ekʰle,দেখলে,d̪ekʰle,টা,tɐ,দেইলে,d̪e͡ɪ̯le,Seeing,,
দেখা,d̪ekʰa,দ্যাহা,d̪ɛhɐ,দেখা,d̪ɛkʰɐ,দেখা,d̪ɛkʰɐ,দেয়া,d̪eʲɐ,দেহা,d̪ehɐ,See,,
দেখান,d̪ekʰan̪,দ্যাহান,d̪ɛhɐn,ওগু,ogu,দেহান,d̪ehɐn,দেয়ান,d̪eʲɐn,ইবা,ɪbɐ,Show,,
দেখানো,d̪ekʰan̪o,দেহাইন্না,d̪ehɐ͡ɪ̯nnɐ,দেখানি,d̪ekʰɐnɪ,দেহানু,d̪ehɐnu,দেয়ানি,d̪eʲɐnɪ,দেখানো,d̪ɛxɐno,Show,,
দেখানোর,d̪ekʰan̪orɔ,দ্যাহাইন্নার,upɐe̯,আর,ɐɾ,দেহানুর,d̪ehɐnuɾ,দেখাইবার,d̪ɛkʰɐ͡ɪ̯bɐɾ,মুক,muk,Show,,
দেখাবো,d̪ekʰabo,মুখ,mu,দেখাইতাম,d̪ɛkʰɐ͡ɪ̯t̪,দেহায়াম,d̪ehɐʲɐm,দেয়াইয়ুম,d̪eʲɐ͡ɪ̯ʲum,দেহাইয়ুম,d̪ehɐ͡ɪ̯ʲu,Show,,
দেখায়,d̪ekʰae̯ɔ,দেহায়,kɐ͡u̯ɾe,দেখায়,d̪ekʰɐe̯,দেহায়,d̪ehɐe̯,দেখাত,d̪ɛkʰɐt̪,দেহাত,d̪ehɐt̪,Show,,
দেখার,d̪ekʰarɔ,দেহার,d̪ehɐɾ,দেইখ্খার,d̪e͡ɪ̯kʰkʰɐɾ,দেহার,d̪ehɐɾ,লাই,lɐ͡ɪ̯,দেহিবেরলাই,d̪ehɪbeɾlɐ͡ɪ̯,Seeing,,
দেখাশোনা,d̪ekʰaɕon̪a,দ্যাহাশুনা,d̪ɛhɐʃunɐ,দেখাশুনা,d̪ekʰɐʃunɐ,দেহাশুনা,d̪ehɐʃunɐ,দেয়াশোনা,d̪eʲɐʃe͡ɐ̯nɐ,দেহা,d̪ehɐ,Care,,
দেখি,d̪ekʰi,দেহি,d̪ehɪ,দেখি,d̪ekʰɪ,দেখি,d̪ekʰɪ,সাই,sɐ͡ɪ̯,সাই,sɐ͡ɪ̯,See,,
দেখিনি,d̪ekʰin̪i,দেহিনাই,d̪ehɪnɐ͡ɪ̯,দেখছি,d̪ekʰcʰɪ,দেহি,d̪ehɪ,দেইনো,d̪e͡ɪ̯no,দেহি,d̪ehɪ,Did not see,,
দেখে,d̪ekʰe,দ্যাহে,d̪ɛhe,দেখে,d̪ekʰe,দেইক্ষা,d̪e͡ɪ̯kkʰɐ,দেয়ের,d̪eʲeɾ,দেহিয়েরে,d̪ehɪʲeɾe,Seeing,,
দেখেই,d̪ekʰei,দ্যাইকখাই,d̪ɛ͡ɪ̯kkʰɐ͡ɪ̯,জানিয়াউ,ɟɐnɪʲɐ͡u̯,দেইক্ষাই,d̪e͡ɪ̯kkʰɐ͡ɪ̯,দেই,d̪e͡ɪ̯,দেহিয়্য্যেরে,d̪ehɪkkeɾe,By,,
দেখেছ,d̪ekʰet͡ɕʰɔ,দ্যাখছো,d̪ɛkʰcʰo,দেখছি,d̪ekʰcʰɪ,দেখছ,d̪ekʰcʰo,চিন্তা,cɪnt̪ɐ,সাইয়িই,ʃɐ͡ɪ̯ʲɪ͡ɪ̯,See,,
দেখেছি,d̪ekʰet͡ɕʰi,দেখছি,d̪ekʰcʰɪ,দেখছি,d̪ekʰcʰɪ,দেখছি,d̪ekʰcʰɪ,দেখেছি,d̪ekʰecʰɪ,চাই,cɐ͡ɪ̯,See,,
দেখেছেন,d̪ekʰet͡ɕʰen̪ɔ,দ্যাখছেন?,d̪ɛkʰcʰen?,দেখছিলানি,d̪ekʰcʰɪlɐnɪ,দেখসেন,d̪ekʰʃen?,দেখছেন,d̪ekʰcʰen,দেইক্কুন্না?,d̪e͡ɪ̯kkunnɐ?,Saw,,
দেখেছো,d̪ekʰet͡ɕʰo,দেখছো?,d̪ekʰcʰo?,দেখছো,d̪ekʰcʰo,দেখসো,d̪ɛkʰʃo?,দেইকছো,d̪e͡ɪ̯kcʰo,দেইক্কো,d̪e͡ɪ̯kko,Watched,,
দেখেন,d̪ekʰen̪ɔ,দেহেন,nɪɟe͡ɪ̯,দেখরা,d̪ɛkʰɾɐ,দেহেন,d̪ehen,সায়,sɐe̯,অর,ɔɾ,See,,
দেখেনি,d̪ekʰen̪i,দেহেনাই,d̪ehenɐ͡ɪ̯,পাওয়ার,pɐ͡o̯ʷɐɾ,দেখে,d̪ekʰe,দেখেনো,d̪ɛkʰeno,চোকে,coke,Not seen,,
দেন,d̪en̪ɔ,দ্যান,d̪ɛn,দেইন,d̪e͡ɪ̯n,দেন,d̪ɛn,দেন,d̪ɛn,দেতোক,d̪et̪ok,Pay,,
দেবার,d̪ebarɔ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেয়ার,d̪eʲɐɾ,দিবার,d̪ɪbɐɾ,দিবর,d̪ɪbɔɾ,Give,,
দেবে,d̪ebe,দেবা,d̪ebɐ,দিবা,d̪ɪbɐ,দিব,d̪ɪbo,দিবা,d̪ɪbɐ,দিবা,d̪ɪbɐ,Paid,,
দেবেন,d̪eben̪ɔ,দেবেন,d̪eben,দিবা,d̪ɪbɐ,দিবেন,d̪ɪben,দিবেন,d̪ɪben,আনি,ɐnɪ,Give,,
দেয়,d̪ee̯ɔ,দ্যায়,d̪ɛe̯,যাতে,ɟɐt̪e,দেয়,d̪ee̯,দেয়,d̪ee̯,যিবার,zɪbɐɾ,Pay,,
দেয়,d̪ee̯,দেয়,d̪ee̯,মারইন,mɐɾɪn,দেয়,d̪ee̯,দেয়,d̪ee̯,দেয়,d̪ee̯,Pay,,
দেয়না,d̪ee̯n̪a,দ্যায়,d̪ɛe̯,দেয়,d̪ee̯,দেয়না,d̪eʲonɐ,হেতে,het̪e,নো,no,Give,,
দের,d̪erɔ,গো,go,লগে,lɔge,দের,d̪eɾ,গুনের,guneɾ,ঢং,dʱɔŋ,Detective,,
দেশ,d̪eɕ,পরধান,pɔɾd̪ʱɐn,গ্রামপ্রধান,gɾɐmpɾod̪ʱɐn,দেশ,d̪eʃ,হদান,hod̪ɐn,প্রদান,pɾod̪ɐn,Country,,
দেশ,d̪eɕɔ,দেশ,d̪eʃ,দেশ,d̪eʃ,দেশ,d̪eʃ,দেশ,d̪eʃ,দেশ,d̪eʃ,Country,,
দেশী,d̪eɕi,দেশী,d̪eʃɪ,দেশি,d̪eʃɪ,দেশী,d̪eʃɪ,দেশী,d̪eʃɪ,দেশী,d̪eʃɪ,Domestic,,
দেশীয়,d̪eɕie̯ɔ,দেশি,d̪eʃɪ,দেশি,d̪eʃɪ,দেশী,d̪eʃɪ,দেশি,d̪eʃɪ,দেশি,d̪eʃɪ,Domestic,,
দেশে,d̪eɕe,দেশে,d̪eʃe,দেশো,d̪eʃo,দেশে,d̪eʃe,দেশে,d̪eʃe,দেশর,d̪eʃɔɾ,Country,,
দেশের,d̪eɕerɔ,দেশের,d̪eʃeɾ,দেশর,d̪eʃɔɾ,দেশের,d̪eʃeɾ,আমগো,ɐmgo,দেশর,d̪eʃɔɾ,Country,,
দেহ,d̪ehɔ,দেহ,d̪eho,শরীর,ʃoɾɪɾ,দেহ,d̪eho,দেহ,d̪eho,সরিল,soɾɪl,Body,,
দেড়,d̪eɽɔ,দ্যাড়,d̪ɛɽ,দেড়,d̪eɽ,দেড়,d̪eɽ,দেড়,d̪eɽ,দেড়,d̪eɽ,One and a half,,
দেড়ি,d̪eɽi,দেড়ি,d̪eɽɪ,দেরি,d̪eɾɪ,দেড়ি,d̪eɽɪ,দেড়ি,d̪eɽɪ,দেড়ি,d̪eɽɪ,One and a half,,
দেয়,d̪ee̯ɔ,দ্যায়,d̪ɛe̯,টুকাও,tukɐ͡o̯,দেয়,d̪ee̯,টোয়াও,toʷɐ͡o̯,দে,d̪e,Pay,,
দেয়,d̪ee̯,দেয়,d̪ee̯,দিছইন,d̪ɪcʰɪn,দেয়,d̪ee̯,দেয়,d̪ee̯,দেয়,d̪ee̯,Pay,,
দেয়া,d̪ee̯a,দেয়া,d̪eʲɐ,দেওয়া,d̪e͡o̯ʷɐ,দেয়া,d̪eʲɐ,দেন,d̪ɛn,দিয়ি,d̪ɪʲɪ,Give,,
দেয়ালে,d̪ee̯al̪e,দেয়ালে,d̪eʲɐle,দেওয়ালো,d̪e͡o̯ʷɐlo,দেয়ালে,d̪eʲɐle,দেয়ালে,d̪eʲɐle,দেয়ালত,d̪eʲɐlɔt̪o,On the wall,,
দোকান,d̪okan̪,দোকান,d̪okɐn,ওর,oɾ,দোকান,d̪okɐn,দোয়ান,d̪oʲɐn,দোহান,d̪ohɐn,Shop,,
দোকান,d̪okan̪ɔ,দোকান,d̪okɐn,দোকান,d̪okɐn,দোকান,d̪okɐn,দোয়ান,d̪oʲɐn,দোহান,d̪ohɐn,Shop,,
দোকানে,d̪okan̪e,দোকানে,d̪okɐne,দোখানো,d̪okʰɐno,দোকানে,d̪okɐne,বই,bo͡ɪ̯,দোয়ান,d̪oʲɐn,In the shop,,
দোষ,d̪oʂɔ,দোষ,d̪oʃ,দোষ,d̪oʃ,দোষ,d̪oʃ,ইয়ার,ɪʲɐɾ,ইবার,ɪbɐɾ,Guilt,,
দোষ?,d̪oʂɔ?,দোষ?,d̪oʃ?,কুন,kun,দোষ?,d̪oʃ?,কোনাই,konɐ͡ɪ̯,আন,ɐn,The fault?,,
দৌড়াচ্ছে,d̪owɽat͡ɕt͡ɕʰe,দৌড়াইতেয়াছে,d̪o͡u̯ɽɐ͡ɪ̯t̪eʲɐcʰe,ফুটপাতো,futpɐt̪o,ফুটপাতে,pʰutpɐt̪e,রাস্তার,ɾɐst̪ɐɾ,দুরের,d̪uɾeɾ,Run,,
দৌড়াল?,d̪owɽal̪ɔ?,দৌড়াইলে?,d̪o͡u̯ɽɐ͡ɪ̯le?,কেগুয়ে,keguʲe,দৌড়াইল?,d̪o͡u̯ɽɐ͡ɪ̯l?,দৌড়াইলো?,d̪o͡u̯ɽɐ͡ɪ̯lo?,দুরায়ে,d̪uɾɐʲe,Run?,,
দৌড়ায়,d̪owɽae̯,দোউড়ায়,d̪o͡u̯ɽɐe̯,দৌড়ার,d̪o͡u̯ɽɐɾ,দৌড়ায়,d̪o͡u̯ɽɐe̯,দৌড়ায়,d̪o͡u̯ɽɐe̯,দুরায়ে,d̪uɾɐʲe,Run,,
দ্বিতীয়,d̪bit̪ie̯ɔ,দুইনাম্বার,d̪u͡ɪ̯nɐmbɐɾ,দুই,d̪u͡ɪ̯,দ্বিতীয়,d̪ɪt̪ɪʲo,দ্বিতীয়,d̪ɪt̪ɪʲo,মামারা,mɐmɐɾɐ,Second,,
দয়া,d̪e̯a,দয়া,d̪ɔʲɐ,দয়া,d̪ɔʲɐ,দয়া,ko͡ɪ̯ɾɐ,আরে,ɐɾe,দয়া,d̪ɔʲɐ,Kindness,,
ধনী,d̪̤ɔn̪i,টাহা,tɐhɐ,ফয়সাআলা,pʰɔʲʃɐ͡ɐ̯lɐ,ধনী,d̪ʱonɪ,বড়লোকেরা,boɽolokeɾɐ,ধনী,d̪ʱonɪ,Rich,,
ধন্যবাদ,d̪̤ɔn̪d͡zɔbad̪ɔ,ধন্যবাদ,d̪ʱonnobɐd̪,ধন্যবাদ,d̪ʱonnobɐd̪,ধন্যবাদ,d̪ʱonnobɐd̪,ধন্যবাদ,d̪ʱonnobɐd̪,দইন্যবাদ,d̪o͡ɪ̯nnobɐd̪,Thank you,,
ধরণ,d̪̤ɔrɔnɔ,ধরন,d̪ʱɔɾon,ধরন,d̪ʱɔɾon,ধরণ,d̪ʱɔɾon,ধরন,d̪ʱɔɾon,দরন,d̪ɔɾon,Type,,
ধরন,d̪̤ɔrɔn̪ɔ,বাইল,bɐ͡ɪ̯l,ধরন,d̪ʱɔɾon,ধরন,d̪ʱɔɾon,ধরন,d̪ʱɔɾon,ধরণ,d̪ʱɔɾon,Type,,
ধরনের,d̪̤ɔrɔn̪erɔ,ধরনের,d̪ʱɔɾoneɾ,ধরনের,d̪ʱɔɾoneɾ,জাতের,ɟɐt̪eɾ,ধরনের,d̪ʱɔɾoneɾ,দরনর,d̪ɔɾnoɾ,Kind,,
ধরলে,d̪̤ɔrɔl̪e,ধরলে,d̪ʱoɾle,ধরলে,d̪ʱoɾle,ধরলে,d̪ʱoɾle,ধইরলে,d̪ʱo͡ɪ̯ɾle,দরিলে,d̪oɾɪle,Caught,,
ধরা,d̪̤ɔra,ধরা,d̪ʱɔɾɐ,দরা,d̪ɔɾɐ,ধরা,d̪ʱɔɾɐ,ধরা,d̪ʱɔɾɐ,ধরা,d̪ʱɔɾɐ,Catch,,
ধরুন,d̪̤ɔrun̪,ধরেন,d̪ʱɔɾen,ধরোউকা,d̪ʱoɾo͡u̯kɐ,ধরেন,d̪ʱɔɾen,ধরেন,d̪ʱɔɾen,ইবা,ɪbɐ,Assumed,,
ধরে,d̪̤ɔre,সর্দি,ʃɔɾd̪ɪ,সর্দি,ʃɔɾd̪ɪ,ধইরা,d̪ʱo͡ɪ̯ɾɐ,দিন,d̪ɪn,দিন,d̪oɾɪʲeɾe,On,,
ধরেই,d̪̤ɔrei,ধইররাই,d̪ʱo͡ɪ̯ɾɾɐ͡ɪ̯,সন্দেহজনক,ʃɔnd̪ehoɟɔnok,ধইরাই,d̪ʱo͡ɪ̯ɾɐ͡ɪ̯,ধরি,d̪ʱoɾɪ,সন্দেহজনক,ʃɔnd̪ehozɔnok,In the meantime,,
ধর্মের,d̪̤ɔrmerɔ,ধর্মের,d̪ʱɔɾmeɾ,ধর্মের,d̪ʱɔɾmeɾ,ধর্মের,d̪ʱɔɾmeɾ,ধর্মের,d̪ʱɔɾmeɾ,ধর্মর,d̪ʱɔɾmoɾ,Religion,,
ধানখেত,d̪̤an̪kʰet̪ɔ,কোলা,kolɐ,ধানক্ষেত,d̪ʱɐnkkʰet̪,ধানখেত,d̪ʱɐnkʰet̪,ধানখেত,d̪ʱɐnxet̪,ধানকেত,d̪ʱɐnket̪o,Paddy field,,
ধারণা,d̪̤arna,মনে,mone,ধারনা,d̪ʱɐɾonɐ,ধারণা,d̪ʱɐɾonɐ,ধারনা,d̪ʱɐɾonɐ,দারোনা,d̪ɐɾonɐ,Concept,,
ধারে,d̪̤are,ধারে,d̪ʱɐɾe,কান্দাত,kɐnd̪ɐt̪o,ধারে,d̪ʱɐɾe,ধারে,d̪ʱɐɾe,দারোত,d̪ɐɾot̪,Side,,
ধিরে,d̪̤ire,আস্তে,ɐst̪e,আস্তে,ɐst̪e,ধিরে,d̪ʱɪɾe,ধীরে,d̪ʱɪɾe,ধিরে,d̪ʱɪɾe,Slow,,
ধুতি,d̪̤ut̪i,পরতে,poɾt̪e,ধুতি,d̪ʱut̪ɪ,ধুতি,d̪ʱut̪ɪ,হইরতো,hɪɾot̪o,ফইত্তো,fo͡ɪ̯t̪t̪o,Dhoti,,
ধুয়ে,d̪̤ue̯e,ধুইয়া,d̪ʱu͡ɪ̯ʲɐ,মুখ,mukʰ,ধুয়া,d̪ʱuʲɐ,ধুই,d̪ʱu͡ɪ̯,মুখ,mux,Washed,,
নই,n̪i,না,nɐ,নায়,nɐe̯,না,nɐ,ন,n,নিশ্চিত,nɪʃcɪt̪o,Niece,,
নগরের,n̪ɔɡɔrerɔ,শহরের,ʃɔhoɾeɾ,নগরের,nɔgoɾeɾ,নগরের,nɔgoɾeɾ,নগরীর,nɔgoɾɪɾ,নগরোত,nɔgoɾot̪,City,,
নদী,n̪ɔd̪i,নদী,nod̪ɪ,ওইলো,o͡ɪ̯lo,নদী,bɐŋlɐd̪eʃeɾ,নদী,nod̪ɪ,বাংলাদেশঅর,bɐŋlɐd̪eʃɔɾ,Rivers,,
নম্বর,n̪ɔmbɔrɔ,নাম্বার,nɐmbɐɾ,নাম্বার,nɐmbɐɾ,নম্বর,nɔmbɔɾ,নম্বর,nɔmbɔɾ,নাম্বার,nɐmbɐɾ,Number,,
নষ্ট,n̪ɔʂtɔ,নষ্ট,nɔʃto,নষ্ট,nɔʃto,নষ্ট,nɔʃto,নষ্ট,nɔʃto,হারাফ,hɐɾɐf,Ruined,,
না,n̪a,না,nɐ,না,nɐ,না,nɐ,তো,t̪o,অয়,ɔe̯,Not,,
না?,n̪a?,না?,nɐ?,ফাও,pʰɐ͡o̯,না?,nɐ?,না?,nɐ?,লাগে,lɐge,No?,,
নাকি,n̪aki,বোলে,bole,জানিয়ার,ɟɐnɪʲɐɾ,নাকিতা,pɐ͡ɪ̯t̪ɐm,গাদা,gɐd̪ɐ,গাদা,gɐd̪ɐ,Or,,
নাকি?,n̪aki?,নিহি?,nɪhɪ?,নি?,nɪ?,নাকি?,nɐkɪ?,নি,nɪ,নিকি?,nɪkɪ?,Or?,,
নাচতে,n̪at͡ɕt̪e,নাচতে,nɐct̪e,নাচতে,nɐct̪e,নাচতে,nɐct̪e,নাইচতো,nɐ͡ɪ̯cɔt̪o,নাচিত,nɐcɪt̪o,Dancing,,
নাচবা?,n̪at͡ɕba?,নাচবা?,nɐcbɐ?,নাচবায়,nɐcbɐe̯,নাচবা?,nɐcbɐ?,নাইচবা?,nɐ͡ɪ̯cbɐ?,নাচিবা,nɐcɪbɐ,Dance?,,
নাচবো,n̪at͡ɕbo,নাচমু,nɐcmu,ওর,oɾ,নাচবাম,nɐcbɐm,নাচমু,nɐcmu,নাইচ্চুম,nɐ͡ɪ̯ccum,Dancing,,
নাটক,n̪atɔkɔ,নাটক,nɐtok,নাটক,nɐtok,নাটক,nɐtok,নাটক,nɐtok,নাটক,nɐtok,Play,,
নানা,n̪an̪a,নানায়,nɐnɐe̯,নানা,nɐnɐ,নানা,nɐnɐ,নানা,nɐnɐ,নানা,nɐnɐ,Different,,
নানাকে,n̪an̪ake,নানারে,nɐnɐɾe,নানারে,nɐnɐɾe,নানাকে,nɐnɐke,নানারে,nɐnɐɾe,নানারে,nɐnɐɾe,Differently,,
নানান,n̪an̪an̪ɔ,বিভিন্ন,bɪbʱɪnno,নানান,nɐnɐn,নানান,nɐnɐn,নানান,nɐnɐn,বোত,bot̪,Different,,
নানার,n̪an̪arɔ,নানার,nɐnɐɾ,নানার,nɐnɐɾ,নানার,nɐnɐɾ,নানার,nɐnɐɾ,নানার,nɐnɐɾ,Grandmother,,
নানি,n̪an̪i,নানি,nɐnɪ,আর,ɐɾ,নানি,nɐnɪ,নানি,nɐnɪ,একই,ɛko͡ɪ̯,Grandmother,,
নামতো,n̪amt̪o,না,nɐ,খানি,kʰɐnɪ,নামতো,nɐmt̪o,খাবার,kʰɐbɐɾ,নামিতো,nɐmɪt̪o,In the name of,,
নামাজ,n̪amad͡ʑɔ,নামাজ,nɐmɐɟ,কান-ও,kɐn-o,নামাজ,nɐmɐɟ,নামাজ,nɐmɐɟ,নোয়ায,noʷɐz,Prayers,,
নামে,n̪ame,নামে,nɐme,নামে,nɐme,লেইখখা,le͡ɪ̯kʰkʰɐ,নামি,nɐmɪ,মশার,mɔʃɐɾ,In the name of,,
নারিকেল,n̪arikel̪ɔ,নাহোইল,nɐho͡ɪ̯l,নাইকলের,nɐ͡ɪ̯kɔleɾ,নাইরকেল,nɐ͡ɪ̯ɾkel,নাইরকেলের,nɐ͡ɪ̯ɾkeleɾ,নাইরকেলর,nɐ͡ɪ̯ɾkelɔɾ,Coconut,,
নারীকে,n̪arike,বেডিরে,bedɪɾe,বেটিরে,betɪɾe,বেডিরে,bedɪɾe,বেডি,bedɪ,নারিরে,nɐɾɪɾe,Woman,,
নাশতা,n̪aɕt̪a,নাস্তা,nɐst̪ɐ,নাস্তা,nɐst̪ɐ,নাশতা,nɐʃt̪ɐ,নাশতা,nɐʃt̪ɐ,নাস্তা,nɐst̪ɐ,Breakfast,,
নাস্তা,n̪as̪t̪a,নাস্তা,nɐst̪ɐ,নাস্তা,nɐst̪ɐ,নাস্তা,nɐst̪ɐ,নাস্তা,nɐst̪ɐ,নাস্তা,nɐst̪ɐ,Breakfast,,
নিউজিল্যান্ড,n̪iud͡ʑil̪d͡zan̪dɔ,নিউজিল্যান্ড,nɪ͡u̯ɟɪlɛnd,নিউজিল্যান্ড,nɪ͡u̯ɟɪlɛnd,নিউজিল্যান্ড,nɪ͡u̯ɟɪlɛnd,নিউজিল্যান্ড,nɪ͡u̯ɟɪlɛnd,সহ,ʃɔho,New Zealand,,
নিখুঁত,n̪ikʰuঁt̪ɔ,নিখুঁত,nɪkʰũt̪,ঠিক,tʰɪk,নিখুঁত,nɪkʰũt̪,নিখুঁত,nɪkʰũt̪,খুব,kʰub,Perfect,,
নিচে,n̪it͡ɕe,তলে,t̪ɔle,নিছে,nɪcʰe,নিচে,nɪce,গাড়ির,gɐɽɪɾ,গারির,gɐɾɪɾ,Down,,
নিছিলাম,n̪it͡ɕʰil̪amɔ,নেল্লাহম,nellɐhom,রাখছিলাম,ɾɐkʰcʰɪlɐm,নিসিলাম,nɪsɪlɐm,নিছিলাম,nɪcʰɪlɐm,যে,ze,Ni,,
নিজ,n̪id͡ʑɔ,নিজের,nɪɟeɾ,নিজর,nɪɟɔɾ,নিজ,nɪɟ,নিজ,nɪɟ,আরে,ɐɾe,Self,,
নিজে,n̪id͡ʑe,নিজে,nɪɟe,নিজে,nɪɟe,নিজে,nɪɟe,নিজে,nɪɟe,নিজে,nɪze,By one's own,,
নিজেই,n̪id͡ʑei,কারো,kɐɾo,নিজেউ,nɪɟe͡u̯,নিজেই,nɪɟe͡ɪ̯,নিজেই,nɪɟe͡ɪ̯,নিজেই,nɪze͡ɪ̯,In one's own,,
নিজেকে,n̪id͡ʑeke,নিজেরে,nɪɟeɾe,নিজরে,nɪɟɔɾe,নিজেরে,nɪɟeɾe,নিজেরে,nɪɟeɾe,গরিয়েরে,goɾɪʲeɾe,Himself,,
নিজেকেই,n̪id͡ʑekei,নিজেরেই,nɪɟeɾe͡ɪ̯,নিজোরেউ,nɪzoɾe͡u̯,নিজেরেই,nɪɟeɾe͡ɪ̯,নিজেরেই,nɪɟeɾe͡ɪ̯,আর,ɐɾ,By themselves,,
নিজেদের,n̪id͡ʑed̪erɔ,সময়ডা,ʃɔmɔʲdɐ,সময়টারে,ʃɔmɔʲtɐɾe,নিজেরার,nɪɟeɾɐɾ,সময়,ʃɔmɔe̯,সময়্যান,ʃɔmoʲɛn,Themselves,,
নিজের,n̪id͡ʑerɔ,নিজের,nɪɟeɾ,নিজর,nɪɟɔɾ,নিজের,nɪɟeɾ,নিজের,nɪɟeɾ,নিযর,nɪzɔɾ,Own,,
নিজেরে,n̪id͡ʑere,লইয়া,lɔ͡ɪ̯ʲɐ,নিজরটা,nɪɟɔɾtɐ,নিজেরে,nɪɟeɾe,লই,lɔ͡ɪ̯,লই,gɔɾ,In itself,,
নিবে?,n̪ibe?,নেবে?,nebe?,মানিয়া,mɐnɪʲɐ,নিব?,nɪbo?,লইব,lɔ͡ɪ̯b,লইব,lɔ͡ɪ̯b,Will you,,
নিয়ে,n̪ie̯e,লইয়া,lɔ͡ɪ̯ʲɐ,নিয়া,nɪʲɐ,নিয়া,nɪʲɐ,লই,lɔ͡ɪ̯,লয়,lɔe̯,With,,
