bangla_speech,regional,regional_ipa,bangla_speech_ipa
শিশুটি একটি মুরগির বাচ্চা কলে নিয়েছে, চিটাগাং শিশু ইবা কুরর সা হুলত লইয়ে,cɪtɐgon ʃɪʃu ɪbɐ kuɾoɾ ʃɐ hulɔt̪o lo͡ɪ̯ʲe,ɕiɕuti ekti murɡirɔ bat͡ɕt͡ɕa kɔl̪e n̪ie̯et͡ɕʰe
আমার ছোট বোন খুবই বোকা, চিটাগাং আর ছোড বইন ছোড ইবা বহুত বকা,cɪtɐgon ɐɾ cʰod bo͡ɪ̯n cʰod ɪbɐ bohut̪ bɔkɐ,amarɔ t͡ɕʰotɔ bon̪ɔ kʰubi boka
গ্রামের বারি গিয়ে আমি একা একা সাঁতার কেটেছি, চিটাগাং গ্রামর বারি জাইয়েরে আই এহলা এহলা সাতার হাইট্টি,cɪtɐgon gɾɐmɔɾ bɐɾɪ zɐ͡ɪ̯ʲeɾe ɐ͡ɪ̯ eholɐ eholɐ ʃɐt̪ɐɾ hɐ͡ɪ̯ttɪ,ɡɔramerɔ bari ɡie̯e ami eka eka s̪ɔ̃t̪arɔ ketet͡ɕʰi
"আমার আব্বু , আম্মু , ভাই, বোন ড্রয়িংরুমে বসে আছে"," চিটাগাং আর আব্বু, আম্মু, ভাই, বোন ড্রইংরুমত বই আসি দে","cɪtɐgon ɐɾ ɐbbu, ɐmmu, vɐ͡ɪ̯, bon dɾo͡ɪ̯ŋɾumɔt̪ bo͡ɪ̯ ɐʃɪ d̪e","amarɔ abbu , ammu , b̤ai, bon̪ɔ dre̯iŋrume bɔs̪e at͡ɕʰe"
আমাদের ঘরের স্টোররুমটি অনেক বড়, চিটাগাং আরার ঘরর স্টররুম ইবা বহুত ডর,cɪtɐgon ɐɾɐɾ gʱɔɾoɾ stoɾɾum ɪbɐ bohut̪ dɔɾ,amad̪erɔ ̤ɡ̤ɔrerɔ s̪torrumɔti on̪ekɔ bɔɽɔ
শিশুটি একটি বিড়াল ছানাকে আদর করছে, চিটাগাং শিশু ইবা এক্কান বিড়ালর সারে আদর গরের দে,cɪtɐgon ʃɪʃu ɪbɐ ɛkkɐn bɪɽɐlɔɾ ʃɐɾe ɐd̪oɾ gɔɾeɾ d̪e,ɕiɕuti ekti biɽal̪ɔ t͡ɕʰan̪ake ad̪ɔrɔ kɔrɔt͡ɕʰe
লাকড়ির চুলায় রান্না করা খাবার খুব মজা, চিটাগাং লাহ্রির চুলাত ফাক গরা হানা বহিত মজা,cɪtɐgon lɐhɾɪɾ culɐt̪ fɐk gɔɾɐ hɐnɐ bohɪt̪o mɔzɐ,l̪akɽirɔ t͡ɕul̪ae̯ɔ ran̪n̪a kɔra kʰabarɔ kʰubɔ mɔd͡ʑa
আমার বড় ভাই বেগুন তরকারির দিয়ে ঝোল দুপুরে ভাত খেয়েছে, চিটাগাং আর ডর ভাই ইবা বেগুনর তরহারির ঝোল দুইজ্জা ভাত হাইয়ে,cɪtɐgon ɐɾ dɔɾ vɐ͡ɪ̯ ɪbɐ begunoɾ t̪ɔɾohɐɾɪɾ zʱol d̪u͡ɪ̯zzɐ vɐt̪ hɐ͡ɪ̯ʲe,amarɔ bɔɽɔ b̤ai beɡun̪ɔ t̪ɔrɔkarirɔ d̪ie̯e d͡ʑ̤ol̪ɔ d̪upure b̤at̪ɔ kʰee̯et͡ɕʰe
আমার আব্বু লাউ দিয়ে চিংড়ি মাছের ঝোল খুব পছন্দ করে, চিটাগাং আর আব্বু লাউ দিয়েরে চিংড়ি মাছর ঝোল আর হুব ফসন্দ,cɪtɐgon ɐɾ ɐbbu lɐ͡u̯ d̪ɪʲeɾe cɪŋɽɪ mɐcʰoɾ ɟʱol ɐɾ hub pʰɔʃɔnd̪o,amarɔ abbu l̪au d̪ie̯e t͡ɕiŋɽi mat͡ɕʰerɔ d͡ʑ̤ol̪ɔ kʰubɔ pɔt͡ɕʰɔn̪d̪ɔ kɔre
আমার শীতের দিনে গোসল করতে ভালো লাগে না, চিটাগাং আর শীতর দিনত গোসল গরিতে গম ন লাগে,cɪtɐgon ɐɾ ʃɪt̪oɾ d̪ɪnt̪o gosol goɾɪt̪e gɔm nɔ lɐge,amarɔ ɕit̪erɔ d̪in̪e ɡos̪ɔl̪ɔ kɔrɔt̪e b̤al̪o l̪aɡe n̪a
আমার বোন গ্রামের বাড়ীতে গিয়ে পুকুরে গোসল করে, চিটাগাং আর বইন গ্রামর বাড়ীত জাইয়েরে ফুকুরত গোসল গরে দে,cɪtɐgon ɐɾ bo͡ɪ̯n gɾɐmɔɾ bɐɽɪt̪o zɐ͡ɪ̯ʲeɾe fukuɾɔt̪o gosol goɾe d̪e,amarɔ bon̪ɔ ɡɔramerɔ baɽit̪e ɡie̯e pukure ɡos̪ɔl̪ɔ kɔre
আমার আম্মু বলে যে তেঁতুল খেলে আমার বুদ্ধি কমে যাবে, চিটাগাং আর আম্মু হদে তেতই হাইলে মাথার বুদ্ধি হমি জাইব দে,cɪtɐgon ɐɾ ɐmmu hod̪e t̪et̪o͡ɪ̯ hɐ͡ɪ̯le mɐt̪ʰɐɾ bud̪d̪ʱɪ homɪ zɐ͡ɪ̯bo d̪e,amarɔ ammu bɔl̪e d͡ze t̪eঁt̪ul̪ɔ kʰel̪e amarɔ bud̪d̪̤i kɔme d͡zabe
আমার আব্বু বাজার থেকে আমাদের জন্য তেঁতুল কিনে এনেছে, চিটাগাং আর আব্বু বাজারত্তুন আরার লাই তেতই কিনি আইন্নে দে,cɪtɐgon ɐɾ ɐbbu bɐzɐɾɔt̪t̪un ɐɾɐɾ lɐ͡ɪ̯ t̪et̪o͡ɪ̯ kɪnɪ ɐ͡ɪ̯nne d̪e,amarɔ abbu bad͡ʑarɔ t̪ʰeke amad̪erɔ d͡ʑɔn̪d͡zɔ t̪eঁt̪ul̪ɔ kin̪e en̪et͡ɕʰe
আমার গ্রামের বাড়ীর উঠান অনেক বড়, চিটাগাং আর গ্রা্রামর বাড়ীর উডানত বহুত ডর,cɪtɐgon ɐɾ gɾɐɾɐmɔɾ bɐɽɪɾ udɐnɔt̪o bohut̪ dɔɾ,amarɔ ɡɔramerɔ baɽirɔ utʰan̪ɔ on̪ekɔ bɔɽɔ
এই শিশুটি গ্রামের বাড়ীর উঠানে খেলছে, চিটাগাং এই শিিশু ইবা গ্রামর বাড়ীর হেলের,cɪtɐgon e͡ɪ̯ ʃɪ͡ɪ̯ʃu ɪbɐ gɾɐmɔɾ bɐɽɪɾ heleɾ,ei ɕiɕuti ɡɔramerɔ baɽirɔ utʰan̪e kʰel̪t͡ɕʰe
ছোট বাচ্চাটি অনেক অসুস্থ, চিটাগাং ছোড বাইচ্চা ইবা বহুত অসুস্ত,cɪtɐgon cʰod bɐ͡ɪ̯ccɐ ɪbɐ bohut̪ ɔʃust̪o,t͡ɕʰotɔ bat͡ɕt͡ɕati on̪ekɔ os̪us̪t̪ʰɔ
একটি আহত শিশুটি রাস্তায় দাঁড়িয়ে কাঁদছে, চিটাগাং এক্কান আহত শিশু রাস্তাত তিয়াই হান্দের,cɪtɐgon ɛkkɐn ɐht̪o ʃɪʃu ɾɐst̪ɐt̪ t̪ɪʲɐ͡ɪ̯ hɐnd̪eɾ,ekti ahɔt̪ɔ ɕiɕuti ras̪t̪ae̯ɔ d̪ɔ̃ɽie̯e kɔ̃d̪ɔt͡ɕʰe
আমার ছোট বোনকে আজকে সকালে হাসপাতালে নেয়া হয়েছে, চিটাগাং আর ছোড বইন ইবারে আজিয়া সকালত হাস্পাতালত লই গিয়ি,cɪtɐgon ɐɾ cʰod bo͡ɪ̯n ɪbɐɾe ɐzɪʲɐ ʃɔkɐlɔt̪o hɐspɐt̪ɐlɔt̪o lɔ͡ɪ̯ gɪʲɪ,amarɔ t͡ɕʰotɔ bon̪ke ad͡ʑke s̪ɔkal̪e has̪pat̪al̪e n̪ee̯a he̯et͡ɕʰe
আব্বু বলেছে বৃষ্টি হলে বারান্দার গাছে পানি দেওয়ার প্রয়োজন নাই, চিটাগাং আব্বু হইয়ে বিষ্টি অইলেও বেলকনির গাসত ফানি দিবার ফ্রয়জন নাই,cɪtɐgon ɐbbu ho͡ɪ̯ʲe bɪʃtɪ ɛ͡ɪ̯le͡o̯ belkonɪɾ gɐʃt̪o fɐnɪ d̪ɪbɐɾ fɾoʲzɔn nɐ͡ɪ̯,abbu bɔl̪et͡ɕʰe bɽiʂti hɔl̪e baran̪d̪arɔ ɡat͡ɕʰe pan̪i d̪eoe̯arɔ pre̯od͡ʑɔn̪ɔ n̪ai
আমার আম্মু বৃষ্টি হলেও বারান্দার গাছে পানি দেয়, চিটাগাং আর আম্মু বিষ্টি অইলেও গাসত ফানি দে,cɪtɐgon ɐɾ ɐmmu bɪʃtɪ ɛ͡ɪ̯le͡o̯ gɐʃt̪o fɐnɪ d̪e,amarɔ ammu bɽiʂti hɔl̪eo baran̪d̪arɔ ɡat͡ɕʰe pan̪i d̪ee̯
আব্বু বলেছে গাছে অতিরিক্ত পানি দিলে গাছ মারা যায়, চিটাগাং আব্বু হইয়ে গাছ অতিরিক্ত ফানি দিলে মরি যায় ,cɪtɐgon ɐbbu ho͡ɪ̯ʲe gɐcʰ ot̪ɪɾɪkt̪o fɐnɪ d̪ɪle moɾɪ zɐe̯ ,abbu bɔl̪et͡ɕʰe ɡat͡ɕʰe ot̪irikt̪ɔ pan̪i d̪il̪e ɡat͡ɕʰɔ mara d͡zae̯
গতকাল বিকালে আমাদের এখানে অনেক বৃষ্টি হয়েছে, চিটাগাং গতহালিয়া বিকালত আরার এনডে বহুত বৃষ্টি অইয়ে,cɪtɐgon gɔt̪ohɐlɪʲɐ bɪkɐlɔt̪o ɐɾɐɾ ende bohut̪ bɾɪʃtɪ ɔ͡ɪ̯ʲe,ɡɔt̪ɔkal̪ɔ bikal̪e amad̪erɔ ekʰan̪e on̪ekɔ bɽiʂti he̯et͡ɕʰe
আমার আম্মু আজক শশার তরকারি রান্না করেছে, চিটাগাং আর আম্মু আজিয়া শশার তরহারি ফাক গইজ্জে দে,cɪtɐgon ɐɾ ɐmmu ɐzɪʲɐ ʃɔʃɐɾ t̪ɔɾohɐɾɪ fɐk gɔ͡ɪ̯zze d̪e,amarɔ ammu ad͡ʑɔkɔ ɕɔɕarɔ t̪ɔrɔkari ran̪n̪a kɔret͡ɕʰe
গরমের দিনে লবণ দিয়ে শশা খেতে খুব ভালো লাগে, চিটাগাং গরমর দিনে লবণ দিয়েরে শশা হাইতে খুব গম লাগেদে,cɪtɐgon gɔɾmoɾ d̪ɪne lɔbon d̪ɪʲeɾe ʃɔʃɐ hɐ͡ɪ̯t̪e xub gɔm lɐged̪e,ɡɔrɔmerɔ d̪in̪e l̪ɔbɔnɔ d̪ie̯e ɕɔɕa kʰet̪e kʰubɔ b̤al̪o l̪aɡe
শশা খেতে অনেক সুস্বাদু, চিটাগাং শশা হাইতে বহুত গম,cɪtɐgon ʃɔʃɐ hɐ͡ɪ̯t̪e bohut̪ gɔm,ɕɔɕa kʰet̪e on̪ekɔ s̪us̪bad̪u
আব্বু আজকে সকালে বাজার থেকে টমেটো কিনে এনেছে, চিটাগাং আজিয়া আব্বু সকালত বাজারত্তুন টমাটু কিনি আইন্নে দে,cɪtɐgon ɐzɪʲɐ ɐbbu ʃɔkɐlɔt̪o bɐzɐɾɔt̪t̪un tɔmɐtu kɪnɪ ɐ͡ɪ̯nne d̪e,abbu ad͡ʑke s̪ɔkal̪e bad͡ʑarɔ t̪ʰeke tɔmeto kin̪e en̪et͡ɕʰe
দিন দিন টমেটোর দাম বেড়ে চলছে, চিটাগাং দিন দিন টমাটুর দাম বারের দে,cɪtɐgon d̪ɪn d̪ɪn tɔmɐtuɾ d̪ɐm bɐɾeɾ d̪e,d̪in̪ɔ d̪in̪ɔ tɔmetorɔ d̪amɔ beɽe t͡ɕɔl̪ɔt͡ɕʰe
আমার সরিষার তেল দিয়ে মাছ ভাজা খেতে খুব ভালো লাগে, চিটাগাং আর সরিষার তেলর মাছ ভাজা হাইতে বহুত গম লাগে দে,cɪtɐgon ɐɾ ʃoɾɪʃɐɾ t̪eloɾ mɐcʰ vɐzɐ hɐ͡ɪ̯t̪e bohut̪ gɔm lɐge d̪e,amarɔ s̪ɔriʂarɔ t̪el̪ɔ d̪ie̯e mat͡ɕʰɔ b̤ad͡ʑa kʰet̪e kʰubɔ b̤al̪o l̪aɡe
আমার দাদা চুলে সরিষার তেল দেয়, চিটাগাং আর দাদার চুলত সরিষার তেল মাতাত দে ,cɪtɐgon ɐɾ d̪ɐd̪ɐɾ culɔt̪o ʃoɾɪʃɐɾ t̪el mɐt̪ɐt̪ d̪e ,amarɔ d̪ad̪a t͡ɕul̪e s̪ɔriʂarɔ t̪el̪ɔ d̪ee̯
আমার নানা বলেছে সরিষার তেল চুল পড়া কমায়, চিটাগাং আর নানা হইয়ে সরিষার তেল চুল ফরন হমায় দে,cɪtɐgon ɐɾ nɐnɐ ho͡ɪ̯ʲe ʃoɾɪʃɐɾ t̪el cul pʰɔɾon hɔmɐe̯ d̪e,amarɔ n̪an̪a bɔl̪et͡ɕʰe s̪ɔriʂarɔ t̪el̪ɔ t͡ɕul̪ɔ pɔɽa kɔmae̯
এক কৃষক বাজারে টমেটো বিক্রি করে, চিটাগাং এক কৃষক বাজারত টমাটু বিক্রি গরের,cɪtɐgon ɛk kɾɪʃɔk bɐzɐɾɔt̪o tɔmɐtu bɪkɾɪ gɔɾeɾ,ekɔ kɽiʂɔkɔ bad͡ʑare tɔmeto bikri kɔre
আমার আব্বু গায়ে সরিষার তেল মালিশ করে, চিটাগাং আর আব্বু গাত সরিষার তেল দে,cɪtɐgon ɐɾ ɐbbu gɐt̪ ʃoɾɪʃɐɾ t̪el d̪e,amarɔ abbu ɡae̯e s̪ɔriʂarɔ t̪el̪ɔ mal̪iɕɔ kɔre
দিন দিন আমি খুব অসুস্থ হয়ে যাচ্ছি , চিটাগাং দিন দিন আই খুব অসুক্কা অই জাইর,cɪtɐgon d̪ɪn d̪ɪn ɐ͡ɪ̯ xub ɔʃukkɐ ɔ͡ɪ̯ zɐ͡ɪ̯ɾ,d̪in̪ɔ d̪in̪ɔ ami kʰubɔ os̪us̪t̪ʰɔ he̯e d͡zat͡ɕt͡ɕʰi 
যেখানে সেখানে থুথু ফেলা একদম নিষেধ, চিটাগাং যেন্ডে এন্ডে সেপ দেলন এব্বারে মানা,cɪtɐgon ɟende ɛnde ʃep d̪ɛlon ebbɐɾe mɐnɐ,d͡zekʰan̪e s̪ekʰan̪e t̪ʰut̪ʰu ɸel̪a ekɔd̪ɔmɔ n̪iʂed̪̤
আমার আম্মু বলেছে প্রতিদিন তেতুল খেলে আমার শরীরের রক্ত পানি হয়ে যাবে, চিটাগাং আর আম্মু হইয়ে ফ্রতিদিন তেতুল হাইলে আর শরীরর রক্ত ফানি অই জাইবদে,cɪtɐgon ɐɾ ɐmmu ho͡ɪ̯ʲe fɾot̪ɪd̪ɪn t̪et̪ul hɐ͡ɪ̯le ɐɾ ʃoɾɪɾɔɾ ɾɔkt̪o fɐnɪ ɔ͡ɪ̯ zɐ͡ɪ̯bd,amarɔ ammu bɔl̪et͡ɕʰe prɔt̪id̪in̪ɔ t̪et̪ul̪ɔ kʰel̪e amarɔ ɕɔrirerɔ rɔkt̪ɔ pan̪i he̯e d͡zabe
আমার ছোট ভাইয়ের প্রিয় ফল হলো জামরুল, চিটাগাং আর ছোড ভাই ইবার ফ্রিও ফল অইল জামরুল,cɪtɐgon ɐɾ cʰod vɐ͡ɪ̯ ɪbɐɾ fɾɪ͡o̯ fɔl ɔ͡ɪ̯l zɐmɾul,amarɔ t͡ɕʰotɔ b̤aie̯erɔ prie̯ɔ ɸɔl̪ɔ hɔl̪o d͡ʑamrul̪
শিশুটির কিছু দিন ধরে সর্দি কাশি, চিটাগাং শিশু ইবার কিছু দিন দরিয়েরে সরদি হাসি,cʰɪʃu ɪbɐɾ kɪcʰu d̪ɪn d̪oɾɪʲeɾe ʃɔɾd̪ɪ hɐʃɪ,ɕiɕutirɔ kit͡ɕʰu d̪in̪ɔ d̪̤ɔre s̪ɔrd̪i kaɕi
আমাদের গ্রামের বাজারে অনেক বড় একটি দেশী মুরগীর দোকান আছে, চিটাগাং আরার গ্রামর বাজারত বহুত ডর এক্কা দেশী কুরোর দোহান আসে দে,cɪtɐgon ɐɾɐɾ gɾɐmɔɾ bɐzɐɾɔt̪o bohut̪ dɔɾ ɛkkɐ d̪eʃɪ kuɾoɾ d̪ohɐn ɐʃe d̪e,amad̪erɔ ɡɔramerɔ bad͡ʑare on̪ekɔ bɔɽɔ ekti d̪eɕi murɡirɔ d̪okan̪ɔ at͡ɕʰe
সকালে ঘুম থেকে উঠে নারিকেল পানি খেতে আমার খুব ভালো লাগে, চিটাগাং সকালত ঘুমত্তুন উঠিয়েরে নাইরকেলর ফানি হাইতে আর খুব গম লাগে দে,cɪtɐgon ʃɔkɐlɔt̪o gʱumɔt̪t̪un utʰɪʲeɾe nɐ͡ɪ̯ɾkelɔɾ fɐnɪ hɐ͡ɪ̯t̪e ɐɾ xub gɔm lɐge d̪e,s̪ɔkal̪e ̤ɡ̤umɔ t̪ʰeke utʰe n̪arikel̪ɔ pan̪i kʰet̪e amarɔ kʰubɔ b̤al̪o l̪aɡe
আমি আজকে শিম ভাজি দিয়ে দুপুরে ভাত খেয়েছি, চিটাগাং আই আইয়া শিম ভাজি দিয়েরে দুফুরত ভাত হাইয়ি,cɪtɐgon ɐ͡ɪ̯ ɐ͡ɪ̯ʲɐ ʃɪm vɐzɪ d̪ɪʲeɾe d̪ufuɾɔt̪o vɐt̪ hɐ͡ɪ̯ʲɪ,ami ad͡ʑke ɕimɔ b̤ad͡ʑi d̪ie̯e d̪upure b̤at̪ɔ kʰee̯et͡ɕʰi
মা আমার জন্য শিম ভাজি রান্না করছে, চিটাগাং মা আর লাই শিম ভাজিফাক গইজ্জে দে,cɪtɐgon mɐ ɐɾ lɐ͡ɪ̯ ʃɪm vɐzɪfɐk gɔ͡ɪ̯zze d̪e,ma amarɔ d͡ʑɔn̪d͡zɔ ɕimɔ b̤ad͡ʑi ran̪n̪a kɔrɔt͡ɕʰe
আম্মু রান্নাঘরে বসে মাটির পাতিলে মুরগির মাংস রান্না করছে, চিটাগাং আম্মু ফাকঘরত বসি মাটির ফাতিলত কুরর মাংস ফাক গরের,cɪtɐgon ɐmmu fɐkgʱɔɾt̪o boʃɪ mɐtɪɾ fɐt̪ɪlɔt̪o kuɾoɾ mɐŋʃo fɐk gɔɾeɾ,ammu ran̪n̪a̤ɡ̤ɔre bɔs̪e matirɔ pat̪il̪e murɡirɔ maŋs̪ɔ ran̪n̪a kɔrɔt͡ɕʰe
অনেক মানুষই শখের বশে ছাদের উপর কবুতর পালন করে, চিটাগাং বহুত মানুষ শখেরলাই ছাদর উওরত হইতর ফালেদে,cɪtɐgon bohut̪ mɐnuʃ ʃɔkʰeɾlɐ͡ɪ̯ cʰɐd̪oɾ u͡o̯ɾɔt̪ ho͡ɪ̯t̪ɔɾ fɐled̪e,on̪ekɔ man̪uʂi ɕɔkʰerɔ bɔɕe t͡ɕʰad̪erɔ upɔrɔ kɔbut̪ɔrɔ pal̪ɔn̪ɔ kɔre
দুইদিন ধরে আমার অনেক সর্দি-জ্বর, চিটাগাং দুইদিন ধরি আর বহুত সরদি জর,cɪtɐgon d̪u͡ɪ̯d̪ɪn d̪ʱoɾɪ ɐɾ bohut̪ ʃɔɾd̪ɪ zɔɾ,d̪uid̪in̪ɔ d̪̤ɔre amarɔ on̪ekɔ s̪ɔrd̪i-d͡ʑbɔrɔ
সকালে ঘুম থেকে উঠেই ঘরের স্টোররুমটি পরিষ্কার করতে হবে, চিটাগাং সকালত ঘুমত্তুন উঠিই ঘরর স্টোররুম ইবা ফরিষ্কার গরন ফরিব,cɪtɐgon ʃɔkɐlɔt̪o gʱumɔt̪t̪un utʰɪ͡ɪ̯ gʱɔɾoɾ stoɾɾum ɪbɐ foɾɪʃkɐɾ gɔɾon foɾɪb,s̪ɔkal̪e ̤ɡ̤umɔ t̪ʰeke utʰei ̤ɡ̤ɔrerɔ s̪torrumɔti pɔriʂkarɔ kɔrɔt̪e hɔbe
লবণ দিয়ে পেয়ারা খেতে আমার ছোট বোন খুব পছন্দ করে, চিটাগাং লবণ দিয়েরে ফেয়ারা হাইতে আর ভইন ছোড ইবার বহুত ফসন্দ গরে,cɪtɐgon lɔbon d̪ɪʲeɾe feʲɐɾɐ hɐ͡ɪ̯t̪e ɐɾ vo͡ɪ̯n cʰod ɪbɐɾ bohut̪ fɔʃond̪o goɾe,l̪ɔbɔnɔ d̪ie̯e pee̯ara kʰet̪e amarɔ t͡ɕʰotɔ bon̪ɔ kʰubɔ pɔt͡ɕʰɔn̪d̪ɔ kɔre
মা রান্নাঘরে বসে আমার বাবার জন্য শিমের তরকারি রান্না করছে, চিটাগাং মা ফাকঘরত বইয়েরে আর বাবার লাই শিমর তরহারি ফাক গরের দে,cɪtɐgon mɐ fɐkgʱoɾt̪o bo͡ɪ̯ʲeɾe ɐɾ bɐbɐɾ lɐ͡ɪ̯ ʃɪmɔɾ t̪ɔɾohɐɾɪ fɐk gɔɾeɾ d̪e,ma ran̪n̪a̤ɡ̤ɔre bɔs̪e amarɔ babarɔ d͡ʑɔn̪d͡zɔ ɕimerɔ t̪ɔrɔkari ran̪n̪a kɔrɔt͡ɕʰe
আমি আর আব্বু গতকাল সিলেট থেকে ঢাকায় এসেছি, চিটাগাং আই আর আব্বু গতহালিয়া সিলেটত্তুন ঢাহা আইসসি,cɪtɐgon ɐ͡ɪ̯ ɐɾ ɐbbu gɔt̪ohɐlɪʲɐ sɪletɔt̪t̪un dʱɐhɐ ɐ͡ɪ̯ssɪ,ami arɔ abbu ɡɔt̪ɔkal̪ɔ s̪il̪etɔ t̪ʰeke d̤akae̯ɔ es̪et͡ɕʰi
আম্মু লাকড়ির চুলায় রান্না করছে, চিটাগাং আম্মু লাকড়ির চুলত ফাক গরেদে,cɪtɐgon ɐmmu lɐkɽɪɾ culɔt̪o fɐk gɔɾed̪e,ammu l̪akɽirɔ t͡ɕul̪ae̯ɔ ran̪n̪a kɔrɔt͡ɕʰe
আমার বড় বোনটি কাঁচা আমের শরবত খেতে খুব ভালবাসে, চিটাগাং আর ডর বইন ইবা হাচা আমর শরবত হাইতে বহুত ভালোবাসে দে,cɪtɐgon ɐɾ dɔɾ bo͡ɪ̯n ɪbɐ hɐcɐ ɐmoɾ ʃɔɾbot̪ hɐ͡ɪ̯t̪e bohut̪ vɐlobɐʃe d̪e,amarɔ bɔɽɔ bon̪ti kɔ̃t͡ɕa amerɔ ɕɔrɔbɔt̪ɔ kʰet̪e kʰubɔ b̤al̪bas̪e
এই বকা ছেলেটি দুইদিন ধরে পড়ালেখা করছে না, চিটাগাং এই বকা ফয়া ইবা দুইদিন ধরি ফন্না ন ফরের,cɪtɐgon e͡ɪ̯ bɔkɐ fɔʲɐ ɪbɐ d̪u͡ɪ̯d̪ɪn d̪ʱoɾɪ fɔnnɐ nɔ fɔɾeɾ,ei bɔka t͡ɕʰel̪eti d̪uid̪in̪ɔ d̪̤ɔre pɔɽal̪ekʰa kɔrɔt͡ɕʰe n̪a
আমার স্কুলে কোনো খেলার মাঠ নেই , চিটাগাং আর স্কুলত হোনো খেলা হাইবার মঠ নাই দে,cɪtɐgon ɐɾ skulɔt̪o hono xelɐ hɐ͡ɪ̯bɐɾ mɔtʰ nɐ͡ɪ̯ d̪e,amarɔ s̪kul̪e kon̪o kʰel̪arɔ matʰɔ n̪ei 
