bangla_speech,regional,regional_ipa,bangla_speech_ipa
সবাই তাকে অনেক ভয় পেতো,নোয়াখালী বেকে হেতারে মেলা ভয় হাইত,nokʰɐlɪ beke het̪ɐɾe mɛlɐ bʱɔe̯ hɐ͡ɪ̯t̪o,s̪ɔbai t̪ake on̪ekɔ b̤e̯ɔ pet̪o
কেউ তাকে ভালোবাসতো নাহ,নোয়াখালী কেউ তোরে ভালোব্যাইসত নাহ,noɐkolɪ ke͡u̯ t̪oɾe bʱɐlobɛ͡ɪ̯ʃɔt̪o nɐh,keu t̪ake b̤al̪obas̪t̪o n̪ahɔ
সে খুবই খারাপ ছিল,নোয়াখালী হেতে বহুত খারাপ আছিলো,nokolɪ het̪e bohut̪ kʰɐɾɐp ɐcʰɪlo,s̪e kʰubi kʰarapɔ t͡ɕʰil̪
গ্রামের মানুষরা ছেলেটির থেকে দূরে থাকতে চেষ্টা করত,নোয়াখালী গ্যেরামের মানুষঅগল হোলাগার তুন দূরে থ্যাইকবের চেষ্টা কইতো,noɟɐlɪ gɛɾɐmeɾ mɐnuʃɔgɔl holɐgɐɾ t̪un d̪uɾe t̪ɛ͡ɪ̯kbeɾ ceʃtɐ ko͡ɪ̯t̪o,ɡɔramerɔ man̪uʂra t͡ɕʰel̪etirɔ t̪ʰeke d̪ure t̪ʰakt̪e t͡ɕeʂta kɔrɔt̪ɔ
আপনি এতো খারাপ হয়ে কেন আছেন?,নোয়াখালী আন্নে এতো খারাপ অই কিল্লাই আছেন?,noɐkɐlɪ ɐnne et̪o kʰɐɾɐp ɔ͡ɪ̯ kɪllɐ͡ɪ̯ ɐcʰen?,apn̪i et̪o kʰarapɔ he̯e ken̪ɔ at͡ɕʰen̪ɔ?
খাওয়ার সময় খুব বেশি ব্যথা করছে দাঁতে,নোয়াখালী খাইবের সময় বহুত বেদনা করের দাঁতে,noɟɔlɪ kʰɐ͡ɪ̯beɾ ʃɔmɔe̯ bohut̪ bed̪onɐ kɔɾeɾ d̪ɐ̃t̪e,kʰaoe̯arɔ s̪ɔme̯ɔ kʰubɔ beɕi bd͡zɔt̪ʰa kɔrɔt͡ɕʰe d̪ɔ̃t̪e
এটা কি ধরনের প্রশ্ন?,নোয়াখালী ইয়া কেচ্ছা প্রশ্ন?, nokolɪ ɪʲɐ keccʰɐ pɾosno?,eta ki d̪̤ɔrɔn̪erɔ prɔɕn̪ɔ?
তুমি থাকো কোথায়?,নোয়াখালী তুুওই কন্ডে থাকো ?,nokoholɪ t̪u͡o̯ɪ kɔnde t̪ʰɐko?,t̪umi t̪ʰako kot̪ʰae̯ɔ?
আমরা কেন যাচ্ছি না,নোয়াখালী আন্ডা কিল্লাই যাইর না ?,noɐkɔlɪ ɐndɐ kɪllɐ͡ɪ̯ ɟɐ͡ɪ̯ɾ nɐ?,amra ken̪ɔ d͡zat͡ɕt͡ɕʰi n̪a
কাজে ফাঁকি দিও না,নোয়াখালী কামে গাফেলতি করিও না,noɟɔlɪ kɐme gɐpʰelot̪ɪ koɾɪ͡o̯ nɐ,kad͡ʑe ɸɔ̃ki d̪io n̪a
আপনাকে কেমন ভাবে সাহায্য করতে পারি?,নোয়াখালী আন্নেরে কেন্নে সাহায্য কইরতাম হারি?,nokohɐlɪ ɐnneɾe kenne ʃɐhɐɟɟo ko͡ɪ̯ɾot̪ɐm hɐɾɪ?,apn̪ake kemɔn̪ɔ b̤abe s̪ahad͡zd͡zɔ kɔrɔt̪e pari?
আমি বাংলা ভাষা বুঝি,নোয়াখালী আই বাংলা কতা বুজি,nokɔlɪ ɐ͡ɪ̯ bɐŋlɐ kɔt̪ɐ buɟɪ,ami baŋl̪a b̤aʂa bud͡ʑ̤i
আমি আপনার সাথে আছি,নোয়াখালী আই আন্নের লগে আছি?,nokhɐlɪ ɐ͡ɪ̯ ɐnneɾ lɔge ɐcʰɪ?,ami apn̪arɔ s̪at̪ʰe at͡ɕʰi
আপনি কি একটি বাংলা গান গাইতে পারেন?,নোয়াখালী আন্নে কি ইজ্ঞা বাংলা গান গাইতে হাইরবেন ?,nokhɐlɪ ɐnne kɪ ɪggɐ bɐŋlɐ gɐn gɐ͡ɪ̯t̪e hɐ͡ɪ̯ɾben?,apn̪i ki ekti baŋl̪a ɡan̪ɔ ɡait̪e paren̪ɔ?
আমি আপনাকে কখনো ভুলব না,নোয়াখালী আই আন্নেরে কোনোদিন ভুইলতাম হাইতান্ন,nokɔlɪ ɐ͡ɪ̯ ɐnneɾe konod̪ɪn bʱu͡ɪ̯lt̪ɐm hɐ͡ɪ̯t̪ɐnno,ami apn̪ake kɔkʰɔn̪o b̤ul̪ɔbɔ n̪a
আপনি কি এখানে রাস্তা দেখতে পাচ্ছেন?,নোয়াখালী আন্নে কি ইয়ানে রাস্তা দেখতে হারেন ?,noɐkɐlɪ ɐnne kɪ ɪʲɐne ɾɐst̪ɐ d̪ekʰt̪e hɐɾen?,apn̪i ki ekʰan̪e ras̪t̪a d̪ekʰt̪e pat͡ɕt͡ɕʰen̪ɔ?
আমি আপনার কাছে আসতে চাই,নোয়াখালী আই আন্নের কাছে আইতাম চাই,noɟɐlɪ ɐ͡ɪ̯ ɐnneɾ kɐcʰe ɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯,ami apn̪arɔ kat͡ɕʰe as̪t̪e t͡ɕai
আপনি কি পড়া লিখা করতে পারেন?,নোয়াখালী আন্নে কি হড়ালেয়া ক্যরতে হারেন?,nokohɐlɪ ɐnne kɪ hɔɽɐleʲɐ kɛɾt̪e hɐɾen?,apn̪i ki pɔɽa l̪ikʰa kɔrɔt̪e paren̪ɔ?
আমি আপনার জন্য অপেক্ষা করতে পারি,নোয়াখালী আই আন্নের লাই অপেক্ষা ক্যরতে হারি,noɐkɔlɪ ɐ͡ɪ̯ ɐnneɾ lɐ͡ɪ̯ ɔpekkʰɐ kɛɾt̪e hɐɾɪ,ami apn̪arɔ d͡ʑɔn̪d͡zɔ opekʂa kɔrɔt̪e pari
আপনি কি আমার প্রশ্নের জবাব দিতে পারেন?,নোয়াখালী আন্নে কি আর প্রশ্নের জবাব দিতে হারেন?,nokohɐlɪ ɐnne kɪ ɐɾ pɾosneɾ ɟɔbɐb d̪ɪt̪e hɐɾen?,apn̪i ki amarɔ prɔɕn̪erɔ d͡ʑɔbabɔ d̪it̪e paren̪ɔ?
আমি আপনার কাছ থেকে একটি গল্প শুনতে চাই,নোয়াখালী আই আন্নের কাছেের তুন এজ্ঞা গল্প হুইন্তাম চাই,noɐkɐlɪ ɐ͡ɪ̯ ɐnneɾ kɐcʰeɾ t̪un eggɐ gɔlpo hu͡ɪ̯nt̪ɐm cɐ͡ɪ̯,ami apn̪arɔ kat͡ɕʰɔ t̪ʰeke ekti ɡɔl̪pɔ ɕun̪t̪e t͡ɕai
আপনি কি আমাকে একটি ছবি তুলতে পারেন?,নোয়াখালী আন্নে কি আরে এজ্ঞা ছবি তুলতে হারেন?,nokohɐlɪ ɐnne kɪ ɐɾe eggɐ cʰobɪ t̪ult̪e hɐɾen?,apn̪i ki amake ekti t͡ɕʰɔbi t̪ul̪t̪e paren̪ɔ?
আমি আপনার সঙ্গে একটি কথা বলতে চাই,নোয়াখালী আই আন্নের লগে এজ্ঞা কতা কইতাম চাই, nokhɐlɪ ɐ͡ɪ̯ ɐnneɾ lɔge eggɐ kɔt̪ɐ ko͡ɪ̯t̪ɐm cɐ͡ɪ̯,ami apn̪arɔ s̪ɔŋɡe ekti kɔt̪ʰa bɔl̪ɔt̪e t͡ɕai
আপনি কি কোনো ভুল করেছেন?,নোয়াখালী আন্নে কি কোনো ভুল করেন নি ?,nokohɪ ɐnne kɪ kono bʱul kɔɾen nɪ?,apn̪i ki kon̪o b̤ul̪ɔ kɔret͡ɕʰen̪ɔ?
আপনি কি একটি বাংলা বই পড়তে পারেন?,নোয়াখালী আন্নে কি এজ্ঞা বাংলা বই হরইত্ত্বে হারেন?,nokhɐlɪ ɐnne kɪ eggɐ bɐŋlɐ bo͡ɪ̯ hoɾɪt̪t̪e hɐɾen?,apn̪i ki ekti baŋl̪a bi pɔɽɔt̪e paren̪ɔ?
আমি আপনার কাছে পরামর্শ চাই,নোয়াখালী আই আন্নে্র কাছে পরামশ চাই,nokhɐlɪ ɐ͡ɪ̯ ɐnneɾ kɐcʰe pɔɾɐmoʃ cɐ͡ɪ̯,ami apn̪arɔ kat͡ɕʰe pɔramɔrɕɔ t͡ɕai
আমি আপনার পাশে থাকতে চাই,নোয়াখালী আই আন্নের লগে থ্যাইকতে চাই,noɟɐlɪ ɐ͡ɪ̯ ɐnneɾ lɔge t̪ɛ͡ɪ̯kɔt̪e cɐ͡ɪ̯,ami apn̪arɔ paɕe t̪ʰakt̪e t͡ɕai
আপনি কি এই জায়গায় ঘুরতে পারেন?,নোয়াখালী আন্নে কি এ জায়গায় ঘুরতে হারেন?,noɟɐlɪ ɐnne kɪ e ɟɐʲgɐe̯ gʱuɾt̪e hɐɾen?,apn̪i ki ei d͡ʑae̯ɡae̯ɔ ̤ɡ̤urt̪e paren̪ɔ?
আপনি কি গান লিখতে পারেন?,নোয়াখালী আন্নে কি গান ল্যিকতে হারেন?,noɟɐlɪ ɐnne kɪ gɐn lɛ͡ɪ̯kɔt̪e hɐɾen?,apn̪i ki ɡan̪ɔ l̪ikʰt̪e paren̪ɔ?
আমি আপনার সাথে প্রেম করি,নোয়াখালী আই আন্নের লগে প্রেম করি?,nokohɐlɪ ɐ͡ɪ̯ ɐnneɾ lɔge pɾem koɾɪ?,ami apn̪arɔ s̪at̪ʰe premɔ kɔri
আপনি কি একটি বাংলা নাটক দেখতে পারেন?,নোয়াখালী আন্নে কি ইজ্ঞা বাংলা নাটক দেখতে হারেন?,nokohɐlɪ ɐnne kɪ ɪggɐ bɐŋlɐ nɐtok d̪ekʰt̪e hɐɾen?,apn̪i ki ekti baŋl̪a n̪atɔkɔ d̪ekʰt̪e paren̪ɔ?
আমি আপনার কাছে শিক্ষা নিতে চাই,নোয়াখালী আই আন্নের কাছে শিক্ষা নিতাম চাই,nokolɪ ɐ͡ɪ̯ ɐnneɾ kɐcʰe ʃɪkkʰɐ nɪt̪ɐm cɐ͡ɪ̯,ami apn̪arɔ kat͡ɕʰe ɕikʂa n̪it̪e t͡ɕai
আমি আপনার সঙ্গে মজা করতে চাই,নোয়াখালী আই আন্নের লগে হ্যাইজলামি ক্যরতাম চাই,nokohɐlɪ ɐ͡ɪ̯ ɐnneɾ lɔge hɛ͡ɪ̯ɟlɐmɪ kɛɾot̪ɐm cɐ͡ɪ̯,ami apn̪arɔ s̪ɔŋɡe mɔd͡ʑa kɔrɔt̪e t͡ɕai
আপনি কি কোনো ভুল বুঝতে পারেন?,নোয়াখালী আন্নে কি কোনো ভুল ব্যুইজতে হারেন?,noɟɔlɪ ɐnne kɪ kono bʱul bɛ͡ɪ̯ɟt̪e hɐɾen?,apn̪i ki kon̪o b̤ul̪ɔ bud͡ʑ̤t̪e paren̪ɔ?
আমি আপনার সঙ্গে সময় কাটাতে চাই,নোয়াখালী আই আন্নের লগে সময় কাটাতাম চাই,nokʰɐlɪ ɐ͡ɪ̯ ɐnneɾ lɔge ʃɔmɔe̯ kɐtɐt̪ɐm cɐ͡ɪ̯,ami apn̪arɔ s̪ɔŋɡe s̪ɔme̯ɔ katat̪e t͡ɕai
আপনি কি বাংলা কবিতা লিখতে পারেন?,নোয়াখালী আন্নে কি বাংলা কবিতা ল্যিকতে হারেন?,noɟɐlɪ ɐnne kɪ bɐŋlɐ kobɪt̪ɐ lɛ͡ɪ̯kɔt̪e hɐɾen?,apn̪i ki baŋl̪a kɔbit̪a l̪ikʰt̪e paren̪ɔ?
আমার বাংলা বুঝতে অসুবিধা হচ্ছে,নোয়াখালী আর বাংলা বুইজতে আসুবিধা হর,noɟɔlɪ ɐɾ bɐŋlɐ bu͡ɪ̯ɟt̪e ɐʃubɪd̪ʱɐ hɔɾ,amarɔ baŋl̪a bud͡ʑ̤t̪e os̪ubid̪̤a hɔt͡ɕt͡ɕʰe
আমি বাংলা কথা বলতে পারি,নোয়াখালী আই বাংলা কতা কইতাম হারি, nokolɪ ɐ͡ɪ̯ bɐŋlɐ kɔt̪ɐ ko͡ɪ̯t̪ɐm hɐɾɪ,ami baŋl̪a kɔt̪ʰa bɔl̪ɔt̪e pari
আমি বুঝতে পারছি না,নোয়াখালী আই বুইজতাম হ্যারিয়ের না ,noɟɔlɪ ɐ͡ɪ̯ bu͡ɪ̯ɟt̪ɐm hɛɾɪʲeɾ nɐ ,ami bud͡ʑ̤t̪e part͡ɕʰi n̪a
আমার বাচ্চা একটি মেয়ে আছে ,নোয়াখালী আর বাইচ্চা এজ্ঞা মাইয়া আছে,nokhɐlɪ ɐɾ bɐ͡ɪ̯ccɐ eggɐ mɐ͡ɪ̯ʲɐ ɐcʰe,amarɔ bat͡ɕt͡ɕa ekti mee̯e at͡ɕʰe 
আপনি কি একটি শহরে যাবেন?,নোয়াখালী আন্নে কি ইজ্ঞা শহরে যাবেন?,nokhɐlɪ ɐnne kɪ ɪggɐ ʃɔhoɾe ɟɐben?,apn̪i ki ekti ɕɔhɔre d͡zaben̪ɔ?
আমি এখানে থাকবো,নোয়াখালী আই ইয়ানে থাকুম,noɐxɐlɪ ɐ͡ɪ̯ ɪʲɐne t̪ʰɐkum,ami ekʰan̪e t̪ʰakbo
আমার বাড়ি দূরে আছে,নোয়াখালী আর ব্যাই দূরে আছে,noɐkɔlɪ ɐɾ bɛ͡ɪ̯ d̪uɾe ɐcʰe,amarɔ baɽi d̪ure at͡ɕʰe
আমার বাবা একজন ডাক্তার,নোয়াখালী আর বাবা একজন ডাক্তর,nokohɪ ɐɾ bɐbɐ ɛkɟon dɐkt̪oɾ,amarɔ baba ekɔd͡ʑɔn̪ɔ dakt̪ar
তুমি কি কখনো এখানে আসতে পারবে?,নোয়াখালী তুই কি কোনোদিন ইয়ানে আইতে হ্যাইরবি?,noɐxɐlɪ t̪u͡ɪ̯ kɪ konod̪ɪn ɪʲɐne ɐ͡ɪ̯t̪e hɛ͡ɪ̯ɾobɪ?,t̪umi ki kɔkʰɔn̪o ekʰan̪e as̪t̪e parbe?
তুমি কি আমার সাথে যাবে?,নোয়াখালী তুই কি আর লগে য্যাইবি?,noɟohɐlɪ t̪u͡ɪ̯ kɪ ɐɾ lɔge ɟɛ͡ɪ̯bɪ?,t̪umi ki amarɔ s̪at̪ʰe d͡zabe?
তুমি কি বাংলা গান শুনতে পারো?,নোয়াখালী তুই কি বাংলা গান হুনতে হারিস ?,noɟɐlɪ t̪u͡ɪ̯ kɪ bɐŋlɐ gɐn hunt̪e hɐɾɪs?,t̪umi ki baŋl̪a ɡan̪ɔ ɕun̪t̪e paro?
আমি অনেক খুশি,নোয়াখালী আই বহুত খুশি,nokɔlɪ ɐ͡ɪ̯ bohut̪ kʰuʃɪ,ami on̪ekɔ kʰuɕi
আমার বইটা কোথায়?,নোয়াখালী আর বইগা কন্ডে?,nokohɐlɪ ɐɾ bo͡ɪ̯gɐ kɔnde?,amarɔ bita kot̪ʰae̯ɔ?
তুমি কি খেলতে ভালোবাসো?,নোয়াখালী তুই কি খেলতে ভালোবাসিস?,noɟɔlɪ t̪u͡ɪ̯ kɪ kʰelt̪e bʱɐlobɐʃɪʃ?,t̪umi ki kʰel̪t̪e b̤al̪obas̪o?
আমার বাড়িতে বড়ই সুন্দর ফুল আছে,নোয়াখালী আর ব্যাইত বহুত সুন্দর ফুল আছে, noɐkɔlɪ ɐɾ bɛ͡ɪ̯t̪o bohut̪ ʃund̪ɔɾ pʰul ɐcʰe,amarɔ baɽit̪e bɔɽi s̪un̪d̪ɔrɔ ɸul̪ɔ at͡ɕʰe
তুমি কি আমার বন্ধু হতে চাও?,নোয়াখালী তুই কি আর বন্ধু হইতে চাস?, noɐkolɪ t̪u͡ɪ̯ kɪ ɐɾ bond̪ʱu ho͡ɪ̯t̪e cɐʃ?,t̪umi ki amarɔ bɔn̪d̪̤u hɔt̪e t͡ɕao?
আমি এখানে প্রতিদিন আসি,নোয়াখালী আই ইয়ানে হইত্যদিন আয়ই,noɐxɐlɪ ɐ͡ɪ̯ ɪʲɐne ho͡ɪ̯t̪t̪od̪ɪn ɐʲɪ,ami ekʰan̪e prɔt̪id̪in̪ɔ as̪i
তুমি কি খেলাধুলায় ভালো?,নোয়াখালী তুই কি খেলাধুলায় ভালা,noɟolɪ t̪u͡ɪ̯ kɪ kʰelɐd̪ʱulɐe̯ bʱɐlɐ,t̪umi ki kʰel̪ad̪̤ul̪ae̯ɔ b̤al̪o?
তোমার কি খাওয়ার জন্য সময় আছে?,নোয়াখালী তোর কি খাওয়ার লাই সময় আছে?,noɐkɔlɪ t̪oɾ kɪ kʰɐ͡o̯ʷɐɾ lɐ͡ɪ̯ ʃɔmɔe̯ ɐcʰe?,t̪omarɔ ki kʰaoe̯arɔ d͡ʑɔn̪d͡zɔ s̪ɔme̯ɔ at͡ɕʰe?
আপনি কি গান শুনতে পছন্দ করেন?,নোয়াখালী আন্নে কি গা্ন হুনতে পছন্দ করেন?,nokohɐlɪ ɐnne kɪ gɐnno hunt̪e pɔcʰond̪o kɔɾen?,apn̪i ki ɡan̪ɔ ɕun̪t̪e pɔt͡ɕʰɔn̪d̪ɔ kɔren̪ɔ?
আমার প্রিয় ফল আম,নোয়াখালী আর ফ্রিয় হ্যল আম,nokohɐlɪ ɐɾ pʰɾɪʲo hɛl ɐm,amarɔ prie̯ɔ ɸɔl̪ɔ am
আমাকে নিয়ে বিদেশে ঘুরতে যাবা ?,নোয়াখালী আরে লই বিদ্যেসে ঘুইরতে যাইবা?,noɟɔlɪ ɐɾe lɔ͡ɪ̯ bɪd̪d̪eʃe gʱu͡ɪ̯ɾt̪e ɟɐ͡ɪ̯bɐ?,amake n̪ie̯e bid̪eɕe ̤ɡ̤urt̪e d͡zaba ?
সে বিদেশে যাবে,নোয়াখালী হেতে বিদ্যেসে যাইবো,nokohɐlɪ het̪e bɪd̪d̪eʃe ɟɐ͡ɪ̯bo,s̪e bid̪eɕe d͡zabe
তাঁর এই মাসে বিদেশে যাওয়ার কথা ছিল,নোয়াখালী হেতের এ মাসে বিদ্যেসে যাইবের কতা ছিল,okohɐlɪ het̪eɾ e mɐʃe bɪd̪d̪eʃe ɟɐ͡ɪ̯beɾ kɔt̪ɐ cʰɪlo,t̪ɔ̃rɔ ei mas̪e bid̪eɕe d͡zaoe̯arɔ kɔt̪ʰa t͡ɕʰil̪
সে বিদেশে যেতে চায় না,নোয়াখালী হেতে বিদ্যেসে যাইতো চায় না,noɟɐlɪ het̪e bɪd̪d̪eʃe ɟɐ͡ɪ̯t̪o cɐe̯ nɐ,s̪e bid̪eɕe d͡zet̪e t͡ɕae̯ɔ n̪a
আপনি কি বিদেশে যেতে চান?,নোয়াখালী আন্নে কি বিদ্যেসে যাইতেন চান?,nokohɐlɪ ɐnne kɪ bɪd̪d̪eʃe ɟɐ͡ɪ̯t̪en cɐn?,apn̪i ki bid̪eɕe d͡zet̪e t͡ɕan̪ɔ?
তারা তিন ভাই ছিল কিন্তু তাদের মা ছিলনা,নোয়াখালী হেতেরা তিন ভাই আছিল কিন্তু হেতেগোর মা আছিলনা।,nokohɐlɪ het̪eɾɐ t̪ɪn bʱɐ͡ɪ̯ ɐcʰɪlo kɪnt̪u het̪egoɾ mɐ ɐcʰɪlonɐ।,t̪ara t̪in̪ɔ b̤ai t͡ɕʰil̪ɔ kin̪t̪u t̪ad̪erɔ ma t͡ɕʰil̪n̪a
বনের মধ্যে একটি ছোট্ট জায়গায় তারা তিন ভাই একসঙ্গে থাকতেন,নোয়াখালী বনের ভিত্ত্বে ছোড জায়গায় হেতেরা তিন ভাই একলগে থ্যাইকতো,nokʰɐlɪ bɔneɾ bʱɪt̪t̪e cʰod ɟɐʲgɐe̯ het̪eɾɐ t̪ɪn bʱɐ͡ɪ̯ ɛklgk t̪ɛ͡ɪ̯kɔt̪o,bɔn̪erɔ mɔd̪̤d͡ze ekti t͡ɕʰottɔ d͡ʑae̯ɡae̯ɔ t̪ara t̪in̪ɔ b̤ai ekɔs̪ɔŋɡe t̪ʰakt̪en̪
একসময় এক রাজার এক হাতি ছিল,নোয়াখালী একসময় এক রাজার এজ্ঞা হাতি আছিল,nokolɪ ɛkʃɔmɔe̯ ɛk ɾɐɟɐɾ eggɐ hɐt̪ɪ ɐcʰɪlo,ekɔs̪ɔme̯ɔ ekɔ rad͡ʑarɔ ekɔ hat̪i t͡ɕʰil̪
আমি সকালে পড়াশোনা করে মন সচেতন রাখি,নোয়াখালী আই বেইন্না হড়ালেয়া করি মন সচেতন রাখি,nokʰɐlɪ ɐ͡ɪ̯ be͡ɪ̯nnɐ hɔɽɐleʲɐ koɾɪ mon ʃɔcet̪on ɾɐkʰɪ,ami s̪ɔkal̪e pɔɽaɕon̪a kɔre mɔn̪ɔ s̪ɔt͡ɕet̪ɔn̪ɔ rakʰi
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো হয়,নোয়াখালী বেয়ানের শুরুতেই হড়ালেয়া শুরু করা বালা হয়,nokʰɐlɪ beʲɐneɾ ʃuɾut̪e͡ɪ̯ hɔɽɐleʲɐ ʃuɾu kɔɾɐ bɐlɐ hɔe̯,s̪ɔkal̪erɔ ɕurut̪ei pɔɽaɕon̪a ɕuru kɔra b̤al̪o he̯ɔ
আমি আজকে রাতের খাবার খাবো না,নোয়াখালী আই আইজ্জ্যা রাইচ্চা খানা খাইতান্ন,nokɔlɪ ɐ͡ɪ̯ ɐ͡ɪ̯ɟɟɐ ɾɐ͡ɪ̯ccɐ kʰɐnɐ kʰɐ͡ɪ̯t̪ɐnno,ami ad͡ʑke rat̪erɔ kʰabarɔ kʰabo n̪a
কেন আজকে রাতে খাবা না? ,নোয়াখালী কিল্লাই আইজ্জ্যা রাইচ্চা খাইতি ন,noɟɐlɪ kɪllɐ͡ɪ̯ ɐ͡ɪ̯zzɐ ɾɐ͡ɪ̯ccɐ xɐ͡ɪ̯t̪ɪ n,ken̪ɔ ad͡ʑke rat̪e kʰaba n̪a? 
আমার ক্ষুধা লাগে নি ,নোয়াখালী আর খিদা লাগে ন,nokolɪ ɐɾ xɪd̪ɐ lɐge n,amarɔ kʂud̪̤a l̪aɡe n̪i 
চলো সবাই মিলে ঘুরতে যাই ,নোয়াখালী চল বেকে মেলি ঘ্যুইরতাম যাই,noɐxɐlɪ cɔl beke melɪ gʱu͡ɪ̯ɾot̪ɐm zɐ͡ɪ̯,t͡ɕɔl̪o s̪ɔbai mil̪e ̤ɡ̤urt̪e d͡zai 
অনেক দূরে যেখানে কেউ নেই ,নোয়াখালী বহুুত দূরে যিয়ানে কেউ নাই,noɟɐlɪ bohut̪ d̪uɾe ɟɪʲɐne ke͡u̯ nɐ͡ɪ̯,on̪ekɔ d̪ure d͡zekʰan̪e keu n̪ei 
তুমি কেমন আছো?,নোয়াখালী তুউই কেইক্কান আছো,noɾɔlɪ t̪u͡u̯ɪ ke͡ɪ̯kkɐn ɐcʰo,t̪umi kemɔn̪ɔ at͡ɕʰo?
তুমি কি চাকরি করছো এখনো?,নোয়াখালী তুই কি চাকরি করোর অনো,nokohɐlɪ t̪u͡ɪ̯ kɪ cɐkɾɪ koɾoɾ ɔno,t̪umi ki t͡ɕakri kɔrɔt͡ɕʰo ekʰn̪o?
