bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa
কোনভাবেই,kon̪b̤abei,মোডেও,mode͡o̯,কুনোমতেউ,kunomɔt̪e͡u̯,কোনভাবেই,konbʱɐbe͡ɪ̯,কোনভাবেই,konbʱɐbe͡ɪ̯,তারা,t̪ɐɾɐ
কোনো,kon̪o,কোনদিন,kond̪ɪn,কোনদিন,kond̪ɪn,কোনো,kono,কোনো,kono,হোনো,hono
কোনোভাবেই,kon̪ob̤abei,মোডেও,mode͡o̯,কোন,kon,কোনোমতেই,konomɔt̪e͡ɪ̯,কোনভাবেই,konbʱɐbe͡ɪ̯,হনোবাবেই,honobɐbe͡ɪ̯
কোনোমতেই,kon̪omt̪ei,মোডেও,mode͡o̯,কুনো,kuno,কোনোমতেই,ɾɐɟɪ,কোনোমতেই,ɾɐzɪ,আরে,ɐɾe
কোরতে,kort̪e,করতে,koɾt̪e,করা,kɔɾɐ,করতে,koɾt̪e,কইরতো,ko͡ɪ̯ɾot̪o,গরা,gɔɾɐ
কোরবানি,korban̪i,কোরবানির,koɾbɐnɪɾ,কোরবানি,koɾbɐnɪ,কোরবানি,koɾbɐnɪ,কোরবানির,koɾbɐnɪɾ,হোরবানির,hoɾbɐnɪɾ
কোরো,koro,কইররো,ko͡ɪ̯ɾɔɾo,না,nɐ,কইরো,ko͡ɪ̯ɾo,কইরো,ko͡ɪ̯ɾo,গইজ্জ,gɔ͡ɪ̯zzo
কোলে,kol̪e,কোলে,kole,কোলে,kole,কোলে,kole,কোলে,kole,ইবা,ɪbɐ
কোলেই,kol̪ei,কোলেই,kole͡ɪ̯,কোলেই,kole͡ɪ̯,কোলেই,mɐnɐe̯,কোলেই,mɐnɐe̯,হলত,hɔlɔt̪o
ক্যাচাল,kd͡zat͡ɕal̪ɔ,কাইজ্জা,kɐ͡ɪ̯ɟɟɐ,ঝামেলা,ɟʱɐmelɐ,ক্যাচাল,kɛcɐl,ক্যাচাল,kɛcɐl,বউ,bɔ͡u̯
ক্রাশের,kraɕerɔ,কেরাসের,keɾɐʃeɾ,ক্রাশর,kɾɐʃoɾ,ক্রাশের,ʃɐt̪ʰe,ক্রাশের,kɾɐʃeɾ,ক্রাশর,kɾɐʃoɾ
ক্রিকেট,kriketɔ,কিরকেট,kɪɾɔket,ক্রিকেট,kɾɪket,ক্রিকেট,kɾɪket,হত্তিদিন,hɔt̪t̪ɪd̪ɪn,ক্রিকেত,kɾɪket̪
ক্লান্ত,kl̪an̪t̪ɔ,পাগল,pɐgolo,যে,ɟe,ক্লান্ত,klɐnt̪o,ক্লান্ত,klɐnt̪o,যে,ze
ক্লাব,kl̪abɔ,কেলাব,kelɐb,ক্লাব,klɐb,ক্লাব,klɐb,ক্যালাব,kɛlɐb,ক্লাব,klɐb
ক্লাস,kl̪as̪ɔ,কেলাস,ʃuɾu,ওর,oɾ,ক্লাস,klɐs,কেলাস,kelɐʃ,ক্লাস,klɐs
ক্লাসে,kl̪as̪e,কেলাসে,kelɐʃe,ক্লাস-ও,klɐs-o,ক্লাসে,klɐse,ক্লাছে,klɐcʰe,ক্লাসত,klɐʃɔt̪o
ক্লাসের,kl̪as̪erɔ,কেলাসের,kelɐʃeɾ,ক্লাসের,klɐseɾ,ক্লাসের,klɐseɾ,ক্লাসের,klɐseɾ,ক্লাসর,klɐʃɔɾ
ক্ষতি,kʂɔt̪i,ক্ষেতি,kʰet̪ɪ,খেতি,xet̪ɪ,ক্ষতি,kʰot̪ɪ,ক্ষতি,kʰot̪ɪ,আর,ɐɾ
ক্ষমা,kʂɔma,মাফ,mɐpʰ,মাফ,mɐpʰ,মাফ,mɐpʰ,মাফ,mɐpʰ,ক্ষমা,kʰɔmɐ
ক্ষমার,kʂɔmarɔ,ক্ষমার,kʰɔmɐɾ,মাফ,mɐpʰ,মাফের,mɐpʰeɾ,ক্ষমার,kʰɔmɐɾ,আঁই,ɐ̃ɪ
ক্ষুধা,kʂud̪̤a,খিদা,kʰɪd̪ɐ,খুদা,kʰud̪ɐ,ক্ষুধা,kʰud̪ʱɐ,খিদা,xɪd̪ɐ,বুক,buk
কয়,ke̯ɔ,কয়,kɔe̯,মাতে,mɐt̪e,কয়,kɔe̯,কয়,kɔe̯,হয়,hɔe̯
কয়টা,ke̯ɔta,কয়ডা,kɔʲdɐ,বাজে,bɐɟe,কয়টা,kɔʲtɐ,কটা,kɔtɐ,হটা,hɔtɐ
কয়টি,ke̯ɔti,কয়ডা,kɔʲdɐ,কয়টা,kɔʲtɐ,কয়ডা,kɔʲdɐ,কোগা,kogɐ,জেলা,zelɐ
কয়দিন,ke̯ɔd̪in̪ɔ,কয়ডাদিন,kɔʲdɐd̪ɪn,খয়দিন,xɔʲd̪ɪn,কয়দিন,kɔʲd̪ɪn,কদিন,kod̪ɪn,হয়েকদিন,hoʲekd̪ɪn
কয়ে,ke̯e,কইয়া,ko͡ɪ̯ʲɐ,আয়,ɐe̯,কয়া,kɔʲɐ,কই,ko͡ɪ̯,ন,nɔ
কয়েক,ke̯ekɔ,কয়ডা,kɔʲdɐ,মাস,mɐʃ,কয়েক,kɔʲek,কয়েক,kɔʲek,কি,kɪ
কয়েকজন,ke̯ekɔd͡ʑɔn̪ɔ,গোডাচাইরে,godɐcɐ͡ɪ̯ɾe,কতলা,kɔt̪olɐ,কয়েকজন,kɔʲekɟɔn,কোগা,kogɐ,হয়েকজন,hoʲekzɔn
কয়েকদিন,ke̯ekd̪in̪ɔ,পলাশের,pɔlɐʃeɾ,কতদিন,kɔt̪od̪ɪn,কয়েকদিন,kɔʲekd̪ɪn,হলাশের,holɐʃeɾ,হয়েকদিন,hoʲekd̪ɪn
খন,kʰɔn̪ɔ,যহন,ɟɔhon,যেব্‌লা,ɟeblɐ,খন,kʰɔn,যে,ɟe,এহন,ehon
খনিজ,kʰɔn̪id͡ʑɔ,খনিজ,kʰonɪɟ,খনিজ,kʰonɪɟ,খনিজ,kʰonɪɟ,লবন,lɔbon,লবণ,lɔbon
খবর,kʰɔbɔrɔ,খবর,kʰɔboɾ,খবর,kʰɔboɾ,খবর,kʰɔboɾ,খবর,kʰɔboɾ,হোবর,hoboɾ
খরচ,kʰɔrɔt͡ɕɔ,খরচ,kʰɔɾoc,খরচ,kʰɔɾoc,খরচ,kʰɔɾoc,খরচ,kʰɔɾoc,নো,no
খরচের,kʰɔrɔt͡ɕerɔ,খরচের,kʰɔɾoceɾ,খরচ,kʰɔɾoc,খরচের,kʰɔɾoceɾ,খরচের,kʰɔɾoceɾ,হরচর,hɔɾcoɾ
খাই,kʰai,খাইনাই,kʰɐ͡ɪ̯nɐ͡ɪ̯,খাইছি,kʰɐ͡ɪ̯cʰɪ,যাই,ɟɐ͡ɪ̯,খাই,kʰɐ͡ɪ̯,না,nɐ
খাও,kʰao,খাও,kʰɐ͡o̯,খাও,kʰɐ͡o̯,খাও,kʰɐ͡o̯,খো,kʰo,হ,ho
খাও?,kʰao?,খাও?,kʰɐ͡o̯?,খাও,kʰɐ͡o̯,খাও?,kʰɐ͡o̯?,খাও,kʰɐ͡o̯,হোনা?,honɐ?
খাওয়া,kʰaoe̯a,খাওয়া,kʰɐ͡o̯ʷɐ,খাওয়া,kʰɐ͡o̯ʷɐ,খাওয়ন,kʰɐ͡o̯ʲon,খান,ɟɐe̯,হাওয়া,hɐ͡o̯ʷɐ
খাওয়া-দাওয়ার,kʰaoe̯a-d̪aoe̯arɔ,খাওন,kʰɐ͡o̯n,খানির,xɐnɪɾ,খাওয়া-দাওয়ার,kʰɐ͡o̯ʷɐ-d̪ɐ͡o̯ʷɐɾ,খাওন,kʰɐ͡o̯n,খন-দন,xɔn-d̪ɔn
খাওয়ার,kʰaoe̯arɔ,খাওয়ার,kʰɐ͡o̯ʷɐɾ,খানির,kʰɐnɪɾ,খাওনের,kʰɐ͡o̯neɾ,খাইবের,kʰɐ͡ɪ̯beɾ,হাইবর,hɐ͡ɪ̯bɔɾ
খাওয়া,kʰaoe̯a,খাওয়া,kʰɐ͡o̯ʷɐ,খাওয়া,kʰɐ͡o̯ʷɐ,খাওয়া,kʰɐ͡o̯ʷɐ,খাওয়া,kʰɐ͡o̯ʷɐ,হাদে,hɐd̪e
খাওয়ার,kʰaoe̯arɔ,খাওনের,kʰɐ͡o̯neɾ,খাওয়ার,kʰɐ͡o̯ʷɐɾ,খাওনের,kʰɐ͡o̯neɾ,চা,cɐ,খাইবার,xɐ͡ɪ̯bɐɾ
খাচ্ছে,kʰat͡ɕt͡ɕʰe,খাইতেয়াছে,kʰɐ͡ɪ̯t̪eʲɐcʰe,খাইরা,kʰɐ͡ɪ̯ɾɐ,খাইতাসে,kʰɐ͡ɪ̯t̪ɐʃe,পেঁপে,pẽpe,ফেফে,fefe
খাট,kʰatɔ,খাট,kʰɐt,ছোট,cʰoto,খাট,kʰɐt,খাট,kʰɐt,দিয়ি,d̪ɪʲɪ
খাটো,kʰato,খাডো,kɐ͡ɪ̯ɟɟɐ,খাটো,kʰɐto,খাডো,kʰɐdo,খাডো,kʰɐdo,হাডো,ɟɐmɪlɐ
খাদ্য,kʰad̪d͡zɔ,খাওন,kʰɐ͡o̯n,প্রিয়,pɾɪʲo,খাদ্য,kʰɐd̪d̪o,খানা,kʰɐnɐ,হানা,hɐnɐ
খান,kʰan̪ɔ,খান,kʰɐn,নি?,nɪ?,খান,kʰɐn,চা,cɐ,ন,nɔ
খানিকটা,kʰan̪ikta,ক্ষেতি,kʰet̪ɪ,লাগি,lɐgɪ,খানিকটা,kʰɐnɪktɐ,ক্ষতি,xot̪ɪ,অয়,ɔe̯
খাবা,kʰaba,রাইতে,ɾɐ͡ɪ̯t̪e,না,nɐ,খাইতা,kʰɐ͡ɪ̯t̪ɐ,খাইতি,xɐ͡ɪ̯t̪ɪ,কা,kɐ
খাবার,kʰabarɔ,একছের,ɛkcʰeɾ,খাবার,kʰɐbɐɾ,খাওন,kʰɐ͡o̯n,খানা,kʰɐnɐ,হানা,hɐnɐ
খাবারটি,kʰabarti,খাওন,kʰɐ͡o̯n,ওর,oɾ,খাওনডা,kʰɐ͡o̯ndɐ,খাবারটা,kʰɐbɐɾtɐ,হানা,hɐnɐ
খাবারে,kʰabare,খাওনে,kʰɐ͡o̯ne,লবণ,lɔbon,খাওনে,kʰɐ͡o̯ne,খানাত,kʰɐnɐt̪,খাবারত,kʰɐbɐɾɔt̪o
খাবো,kʰabo,খামু,kʰɐmu,খাইতাম,kʰɐ͡ɪ̯t̪ɐm,খায়াম,kʰɐʲɐm,খাইতান্ন,kʰɐ͡ɪ̯t̪ɐnno,ন,nɔ
খামারে,kʰamare,খামারে,kʰɐmɐɾe,ছাদো,cʰɐd̪o,খামারে,kʰɐmɐɾe,খামারে,xɐmɐɾe,হামারত,hɐmɐɾot̪o
খামারের,kʰamarerɔ,খামারের,kʰɐmɐɾeɾ,খামারর,kʰɐmɐɾoɾ,খামারের,kʰɐmɐɾeɾ,খামারের,kʰɐmɐɾeɾ,হামারর,hɐmɐɾoɾ
খামে,kʰame,খামে,kʰɐme,খাম,xɐm,খামে,kʰɐme,খামে,kʰɐme,হামত,bʱoɾɪ
খায়,kʰae̯ɔ,খায়,kʰɐe̯,খাইয়া,kʰɐ͡ɪ̯ʲɐ,খায়,kʰɐe̯,খায়,kʰɐe̯,খাইয়েরে,xɐ͡ɪ̯ʲeɾe
খারাপ,kʰarapɔ,খারাপ,kʰɐɾɐp,খারাফ,kʰɐɾɐpʰ,খারাপ?,kʰɐɾɐp?,খারাপ,kʰɐɾɐp,হারাফ,hɐɾɐf
খারাপ,kʰarap,খারাপ,kʰɐɾɐp,খারাফ,kʰɐɾɐpʰ,খারাপ,kʰɐɾɐp,খারাপ,kʰɐɾɐp,হারাফ,hɐɾɐf
খালা,kʰal̪a,খালা,kʰɐlɐ,খালা,kʰɐlɐ,খালা,kʰɐlɐ,খালা,xɐlɐ,হালা,hɐlɐ
খালাতো,kʰal̪at̪o,খালতো,kʰɐlɔt̪o,অউ,ɔ͡u̯,খালাতো,kʰɐlɐt̪o,খালতো,xɐlɔt̪o,হালতো,hɐlt̪o
খালামুনিই,kʰal̪amun̪ii,খালাই,kʰɐlɐ͡ɪ̯,খালামণি,kʰɐlɐmonɪ,খালামুনিই,kʰɐlɐmunɪ͡ɪ̯,খালাই,kʰɐlɐ͡ɪ̯,হালামুনি,hɐlɐmunɪ
খালামুনির,kʰal̪amun̪irɔ,খালার,kʰɐlɐɾ,খালাম্মার,kʰɐlɐmmɐɾ,খালামুনির,kʰɐlɐmunɪɾ,বাসাত,bɐʃɐt̪,আজিয়া,ɐzɪʲɐ
খালার,kʰal̪arɔ,খালার,kʰɐlɐɾ,মইর,mo͡ɪ̯ɾ,খালার,kʰɐlɐɾ,খালার,kʰɐlɐɾ,হালার,hɐlɐɾ
খায়,kʰae̯,খায়,kʰɐe̯,খায়,kʰɐe̯,খায়,kʰɐe̯,খায়,kʰɐe̯,হাদে,hɐd̪e
খায়,kʰae̯ɔ,খায়,kʰɐe̯,খায়,kʰɐe̯,খায়,kʰɐe̯,খায়,kʰɐe̯,বিরি,bɪɾɪ
খিচুড়ি,kʰit͡ɕuɽi,খিচুড়ি,kʰɪcuɽɪ,খিচুড়ি,kʰɪcuɽɪ,খিচুড়ি,kʰɪcuɽɪ,আর,ɐɾ,কিচুরি,kɪcuɾɪ
খিদে,kʰid̪e,খিদা,kʰɪd̪ɐ,ক্ষুদা,kʰud̪ɐ,খিদা,kʰɪd̪ɐ,খিদা,kʰɪd̪ɐ,তুন,t̪un
খুঁজে,kʰuঁd͡ʑe,খোজে,kʰoɟe,তোকাইন,t̪okɐ͡ɪ̯n,খুঁইজ্জা,pɐ͡o̯ʷɐdɐ,খুজে,kʰuɟe,তোয়াই,t̪oʷɐ͡ɪ̯
খুজতাসে,kʰud͡ʑt̪as̪e,খোজতেয়াছে,kʰoɟt̪eʲɐcʰe,খুজিরা,kʰuɟɪɾɐ,খুজতাসে,kʰuɟt̪ɐʃe,হোলা,holɐ,মাইয়্যা,mɐ͡ɪ̯ʲlɐ
খুজে,kʰud͡ʑe,খুইজা,kʰu͡ɪ̯ɟɐ,আমার,ɐmɐɾ,খুইজ্জা,kʰu͡ɪ̯ɟɟɐ,খুঁজি,kʰũɟɪ,তোয়াই,t̪oʷɐ͡ɪ̯
খুন,kʰun̪ɔ,খুন,kʰun,জানে,ɟɐne,খুন,kʰun,খুন,xun,দুইবার,d̪u͡ɪ̯bɐ
খুব,kʰubɔ,বেমালা,bemɐlɐ,খুব,kʰub,মেলা,mɛlɐ,মেলা,mɛlɐ,কুব,kubo
খুবই,kʰubi,ম্যালা,mɛlɐ,ধুন,d̪ʱun,অনেক,ɔnek,খুব,kʰub,বর,bɔɾ
খুলনা,kʰul̪n̪a,খুলনা,kʰulnɐ,খুলনা,kʰulnɐ,খুলনা,kʰulnɐ,খুলনা,kʰulnɐ,খুলনা,kʰulnɐ
খুলনার,kʰul̪n̪arɔ,খুলনার,kʰulnɐɾ,খুলনার,kʰulnɐɾ,খুলনার,kʰulnɐɾ,খুলনার,kʰulnɐɾ,খুলনার,xulnɐɾ
খুলে,kʰul̪e,খুইল্লা,kʰu͡ɪ̯llɐ,খুলিয়া,kʰulɪʲɐ,খুইল্লা,kʰu͡ɪ̯llɐ,খুলি,kʰulɪ,খুলি,xulɪ
খুশি,kʰuɕi,খুশি,kʰuʃɪ,খুশি,kʰuʃɪ,খুশি,kʰuʃɪ,খুশি,kʰuʃɪ,কুশি,kuʃɪ
খুশী,kʰuɕi,খুশি,kʰuʃɪ,খুশির,kʰuʃɪɾ,খুশী,kʰuʃɪ,হাসানির,hɐsɐnɪɾ,কুশী,kuʃɪ
খেতে,kʰet̪e,খাইতে,kʰɐ͡ɪ̯t̪e,ভাত,bʱɐt̪,খাইতে,kʰɐ͡ɪ̯t̪e,খাইতো,kʰɐ͡ɪ̯t̪o,ভাত,vɐt̪
খেয়ে,kʰee̯e,খাইয়া,kʰɐ͡ɪ̯ʲɐ,নিজর,nɪɟɔɾ,খায়া,kʰɐʲɐ,খাই,kʰɐ͡ɪ̯,হাইয়েরে,hɐ͡ɪ̯ʲeɾe
খেলছে,kʰel̪t͡ɕʰe,খ্যালতেআছে,kʰɛlt̪e͡ɐ̯cʰe,খেলরা,kʰelɾɐ,খেলতাসে,kʰelt̪ɐʃe,খেলের,kʰeleɾ,হেলের,heleɾ
খেলতে,kʰel̪t̪e,খ্যালতে,kʰɛlt̪e,খেলাত,kʰelɐt̪,খেলতে,kʰelt̪e,খেলতো,kʰelɔt̪o,হাইতো,hɐ͡ɪ̯t̪o
খেলবে,kʰel̪be,খ্যালবে,kʰɛlbe,খেলবো,kʰelbo,খেলব,kʰelbo,খেইলবো,kʰe͡ɪ̯lbo,ঘুম,gʱum
খেলা,kʰel̪a,খ্যালা,kʰɛlɐ,খেল,kʰɛlo,খেলা,kʰelɐ,খেলা,kʰelɐ,ফোয়ারিত,foʷɐɾɪt̪ɔ
খেলাই,kʰel̪ai,খেলা,kʰelɐ,খেলাটাউ,kʰelɐtɐ͡u̯,খেলাই,kʰelɐ͡ɪ̯,খেলাই,kʰelɐ͡ɪ̯,খেলাই,xelɐ͡ɪ̯
খেলাধুলা,kʰel̪ad̪̤ul̪a,খ্যালতে,kʰɛlt̪e,খেলাধুলা,kʰelɐd̪ʱulɐ,খেলাধুলা,kʰelɐd̪ʱulɐ,খেলাধুলা,kʰelɐd̪ʱulɐ,খেলা,kʰelɐ
খেলাধুলায়,kʰel̪ad̪̤ul̪ae̯ɔ,খেলাধুলায়,kʰelɐd̪ʱulɐe̯,খেলাত,kʰelɐt̪,খেলাধুলায়,kʰelɐd̪ʱulɐe̯,খেলাধুলায়,kʰelɐd̪ʱulɐe̯,কেলাদুলাত,kelɐd̪ulɐt̪
খেলার,kʰel̪arɔ,খ্যালার,kʰɛlɐɾ,খেলার,kʰelɐɾ,খেলার,kʰelɐɾ,খেলার,kʰelɐɾ,খেয়া,xeʲɐ
খেলায়,kʰel̪ae̯ɔ,খ্যালায়,kʰɛlɐe̯,খেলাত,xelɐt̪,খেলায়,kʰelɐe̯,খেলায়,kʰelɐe̯,হেলায়,helɐe̯
খেলে,kʰel̪e,খ্যালে,kʰɛle,খেলইন,kʰelɪn,খেলে,xele,ব্যাড,bɛd,হাইলে,hɐ͡ɪ̯le
খেলেছি,kʰel̪et͡ɕʰi,ফুটবল,pʰutbɔl,খেলাইছি,kʰelɐ͡ɪ̯cʰɪ,খেলছি,xelcʰɪ,খেইলছি,kʰe͡ɪ̯lcʰɪ,কেলা,kelɐ
খেলোয়াড়,kʰel̪oe̯aɽ,খেলোয়াড়,kʰeloʷɐɽ,উচা,ucɐ,খেলোয়াড়,kʰeloʷɐɽ,খেলোয়াড়,kʰeloʷɐɽ,কেলোয়ার,keloʷɐɾ
খেলোয়াড়,kʰel̪oe̯aɽɔ,খেলোয়াড়,kʰeloʷɐɽ,পছন্দর,pɔcʰond̪ɔɾ,খেলোয়াড়,kʰeloʷɐɽ,খেলোয়ার,xeloʷɐɾ,কেলোয়ার,keloʷɐɾ
খেয়াল,kʰee̯al̪ɔ,খেয়াল,kʰeʲɐl,খেয়াল,xeʲɐl,খেয়াল,kʰeʲɐl,খেয়াল,kʰeʲɐl,খেইয়াল,xe͡ɪ̯ʲɐl
খেয়ে,kʰee̯e,খাইয়া,kʰɐ͡ɪ̯ʲɐ,রুজা,ɾuɟɐ,খায়া,kʰɐʲɐ,খাই,xɐ͡ɪ̯,হাইয়েরে,hɐ͡ɪ̯ʲeɾe
খেয়েই,kʰee̯ei,খাইয়াই,kʰɐ͡ɪ̯ʲɐ͡ɪ̯,খাইয়াউ,kʰɐ͡ɪ̯ʲɐ͡u̯,খায়াই,kʰɐʲɐ͡ɪ̯,খানা,xɐnɐ,খাইয়েরে,xɐ͡ɪ̯ʲeɾe
খেয়েছি,kʰee̯et͡ɕʰi,খাইছি,kʰɐ͡ɪ̯cʰɪ,খাইছি,kʰɐ͡ɪ̯cʰɪ,খাইসি,kʰɐ͡ɪ̯sɪ,খাইসি,kʰɐ͡ɪ̯sɪ,হাইয়ি,hɐ͡ɪ̯ʲɪ
খেয়েছিল?,kʰee̯et͡ɕʰil̪ɔ?,খাইল্লে?,kʰɐ͡ɪ̯lle?,কে,ke,খাইসিল?,kʰɐ͡ɪ̯sɪl?,খাইছিলো,kʰɐ͡ɪ̯cʰɪlo?,হন,hɔn
খেয়েছেন,kʰee̯et͡ɕʰen̪ɔ,খাইছেন?,kʰɐ͡ɪ̯cʰen?,খাইছোইন,kʰɐ͡ɪ̯cʰo͡ɪ̯n,খাইসেন,kʰɐ͡ɪ̯sen?,খাইছেন,kʰɐ͡ɪ̯cʰen?,হাইয়োন,hɐ͡ɪ̯ʲon
খেয়েছো,kʰee̯et͡ɕʰo,খাইছো,kʰɐ͡ɪ̯cʰo,খাইছোনি,kʰɐ͡ɪ̯cʰonɪ,খাইছো,kʰɐ͡ɪ̯cʰo,খাইছো,kʰɐ͡ɪ̯cʰo,হায়্যুনে,hɐʲune
খোঁচা,kʰoঁt͡ɕa,খোচা,kʰocɐ,খুছাইয়া,kʰucʰɐ͡ɪ̯ʲɐ,খোঁচা,kʰõcɐ,খোঁচা,kʰõcɐ,দিনও,d̪ɪno
খোঁজ,kʰoঁd͡ʑɔ,খোঁজ,kʰõɟ,খোজ,kʰoɟ,খোঁজ,kʰõɟ,খোঁজ,kʰõɟ,হোয,hoz
খোঁজখবর,kʰoঁd͡ʑɔkʰɔbɔrɔ,খেয়াল,kʰeʲɐl,খোঁজখবর,xõzxɔbɔɾ,খোঁজখবর,kʰõɟkʰɔbɔɾ,খোঁজখবর,kʰõɟkʰɔbɔɾ,হজহবর,hɔzohobɔɾ
খোঁজে,kʰoঁd͡ʑe,খোজে,kʰoɟe,রে,ɾe,খুজে,kʰuɟe,টোগায়,togɐe̯,মারে,mɐɾe
খোজ,kʰod͡ʑɔ,দেওয়ার,d̪e͡o̯ʷɐɾ,ওর,oɾ,খোজ,kʰoɟ,খোজ,kʰoɟ,কোয,koe̯
খোজেনা,kʰod͡ʑen̪a,কিছু,kɪcʰu,তুমারে,t̪umɐɾe,কিসু,kɪʃu,কিচ্ছু,kɪccʰu,ন,nɔ
খোলা,kʰol̪a,খোলা,kʰolɐ,ওগু,ogu,খোলা,kʰolɐ,খোলা,kʰolɐ,ইন,ɪn
খোলার,kʰol̪arɔ,খোলার,kʰolɐɾ,খোলা,kʰolɐ,খোলার,kʰolɐɾ,খোলোনের,xoloneɾ,ফরত,fɔɾot̪
গড়ে,ɡɔɽe,গইরা,go͡ɪ̯ɾɐ,ঘরে,gʱɔɾe,গইড়া,go͡ɪ̯ɽɐ,গড়ি,goɽɪ,গরি,goɾɪ
গণিত,ɡɔnit̪ɔ,অঙ্ক,ɔŋko,অংক,ɔŋk,গণিত,gonɪt̪o,গনিত,gonɪt̪o,তোঁয়াত্তুন,t̪õʲɐt̪t̪un
গত,ɡɔt̪ɔ,গ্যাছে,gɛcʰe,গত,gɔt̪o,গত,gɔt̪o,গত,gɔt̪o,গত,gɔt̪o
গতকাল,ɡɔt̪ɔkal̪ɔ,গ্যাছেকাইল,gɛcʰekɐ͡ɪ̯l,গতকাল,gɔt̪okɐl,গতকালকে,gɔt̪okɐlɔke,আরে,ɐɾe,গতহালিয়া,gɔt̪ohɐlɪʲɐ
গনিতে,ɡɔn̪it̪e,গনিতে,gonɪt̪e,অঙ্কত,ɔŋkot̪,গনিতে,gonɪt̪e,গনিতে,gonɪt̪e,গনিতের,gonɪt̪eɾ
গরম,ɡɔrɔmɔ,গরম,gɔɾom,গরম,gɔɾom,গরম,gɔɾom,গরম,gɔɾom,গরম,gɔɾom
গরমও,ɡɔrɔmo,গরমও,gɔɾomo,গরমও,gɔɾomo,গরমও,gɔɾomo,আবার,ɐbɐɾ,গরমো,gɔɾmo
গরমে,ɡɔrɔme,গরমে,gɔɾme,গরমো,gɔɾmo,গরমডাত,gɔɾomdɐt̪,গরমেত্তে,gɔɾomet̪t̪e,গরমত,gɔɾmot̪
গরমের,ɡɔrɔmerɔ,গরমের,gɔɾomeɾ,গরমের,gɔɾomeɾ,গরমের,gɔɾomeɾ,গরমের,d̪ɪne,গরমর,gɔɾmoɾ
গরিব,ɡɔribɔ,খয়রাতি,kʰɔʲɾɐt̪ɪ,গরিব,goɾɪb,গরিব,goɾɪb,গরিব,goɾɪb,গ্রিব,gɾɪb
গরীব,ɡɔribɔ,খয়রাতি,ɐge,গরীব,goɾɪb,গরিব,goɾɪb,গরিব,goɾɪb,গরিব,goɾɪb
গরীবদের,ɡɔribd̪erɔ,গরিবগো,ʃebɐ,গরীবর,goɾɪbɔɾ,গরীবরার,goɾɪbɔɾɐɾ,গরিবগোরে,goɾɪbɔgoɾe,অই,ɔ͡ɪ̯
গরু,ɡɔru,লাল,lɐl,লাল,lɐl,গরু,goɾu,গরু,goɾu,গরু,goɾu
গর্বের,ɡɔrberɔ,বিষয়,bɪʃɔe̯,গর্ব'র,gɔɾbo'ɾo,গর্বের,gɔɾbeɾ,বিষয়,bɪʃɔe̯,কুব,kubo
গল্প,ɡɔl̪pɔ,কেসসা,kesʃɐ,গল্প,gɔlpo,গল্প,gɔlpo,দেয়,d̪ee̯,ফোয়ারিত,foʷɐɾɪt̪ɔ
গল্পের,ɡɔl̪perɔ,কেসসা,kesʃɐ,গফ,gɔpʰ,গল্পের,gɔlpeɾ,গল্পের,gɔlpeɾ,গল্ফর,gɔlfɔɾ
গাঁদা-সহ,ɡɔ̃d̪a-s̪ɔhɔ,গেন্দাসহ,gend̪ɐʃɔho,গাঁদা,gɐ̃d̪ɐ,গাঁদা-সহ,gɐ̃d̪ɐ-ʃɔho,গাঁদা-সহ,gɐ̃d̪ɐ-ʃɔho,গাঁদাসহ,gɐ̃d̪ɐʃɔho
গাই,ɡai,গাই,gɐ͡ɪ̯,গাই,gɐ͡ɪ̯,গাই,gɐ͡ɪ̯,গাই,gɐ͡ɪ̯,গাই,gɐ͡ɪ̯
গাইতে,ɡait̪e,গাইতে,gɐ͡ɪ̯t̪e,গাইতে,gɐ͡ɪ̯t̪e,গাইতে,gɐ͡ɪ̯t̪e,গাইতে,gɐ͡ɪ̯t̪e,গাইত,gɐ͡ɪ̯t̪o
গাও,ɡao,গাও,gɐ͡o̯,গাও,gɐ͡o̯,গাও,gɐ͡o̯,গাস,cɐ͡ɪ̯ʃʃɐ,গ,go
গাছ,ɡat͡ɕʰ,গাছ,gɐcʰ,গাছ,gɐcʰ,গাছ,gɐcʰ,গাছ,gɐcʰ,গাস,gɐʃ
গাছ,ɡat͡ɕʰɔ,গাছ,gɐcʰ,গাছ,gɐcʰ,গাছ,gɐcʰ,গাস,gɐʃ,হাছ,hɐcʰ
গাছগুলোর,ɡat͡ɕʰɡul̪orɔ,গাছগুলানের,gɐcʰgulɐneɾ,গাছ,gɐcʰ,গাছগুলার,gɐcʰgulɐɾ,গাছগুনের,gɐcʰguneɾ,গাছ,gɐcʰ
গাছে,ɡat͡ɕʰe,গাছে,gɐcʰe,গাছে,gɐcʰe,গাসে,gɐʃe,গাসে,gɐʃe,গাসত,gɐʃt̪o
গাড়ির,ɡaɽirɔ,গাড়ির,gɐɽɪɾ,গাড়ি,gɐɽɪ,গাড়ির,gɐɽɪɾ,গায়ইয়ের,gɐʲɪʲeɾ,গারির,gɐɾɪɾ
গাধা,ɡad̪̤a,গাধা,gɐd̪ʱɐ,গাধা,gɐd̪ʱɐ,গাধা,hɔe̯,অয়,ɔe̯,অই,ɔ͡ɪ̯
