bangla_speech,regional,regional_ipa,bangla_speech_ipa
বিছানায় শুয়ে টিভি দেখছিলাম, ময়মনসিংহঃ বিসনাত শুয়া টিভি দেখতাসিলাম,menʃɔn bɪʃonɐt̪ ʃuʲɐ tɪbʱɪ d̪ekʰt̪ɐʃɪlɐm,bit͡ɕʰan̪ae̯ɔ ɕue̯e tib̤i d̪ekʰt͡ɕʰil̪am
"কিছু মনে করবেন না, আপনাকে একটা কথা বলব ?"," ময়মনসিংহঃ কিছু মনে কইরেন না, আফনেরে একটা কথা কমু ?","mɔʲɪns kɪcʰu mone ko͡ɪ̯ɾen nɐ, ɐpʰoneɾe ɛktɐ kɔt̪ʰɐ komu?","kit͡ɕʰu mɔn̪e kɔrɔben̪ɔ n̪a, apn̪ake ekta kɔt̪ʰa bɔl̪ɔbɔ ?"
আমরাই কিছু বুঝতাম না, ময়মনসিংহঃ আমরাই কিসু বুঝতাম না,menʃɪn ɐmɾɐ͡ɪ̯ kɪʃu buɟʱt̪ɐm nɐ,amrai kit͡ɕʰu bud͡ʑ̤t̪amɔ n̪a
সে রকম বাজে ছেলের পাল্লায় পড়লে সর্বনাশ হয়ে যেত, ময়মনসিংহঃ হেইরম বাজে ছেড়ার পাল্লায় পড়লে সর্বনাশ হয়া যাইত,mɔenoʃɔ he͡ɪ̯ɾɔm bɐɟe cʰeɽɐɾ pɐllɐe̯ pɔɽle ʃɔɾbonɐʃ hɔʲɐ ɟɐ͡ɪ̯t̪o,s̪e rɔkɔmɔ bad͡ʑe t͡ɕʰel̪erɔ pal̪l̪ae̯ɔ pɔɽɔl̪e s̪ɔrbɔn̪aɕɔ he̯e d͡zet̪
একটি ছোট্ট গ্রামে একজন মেয়ে ছিল, ময়মনসিংহঃ একটা ছোট্ট গ্রামে একজন মাইয়া আসিল,menʃɪnh ɛktɐ cʰotto gɾɐme ɛkɟon mɐ͡ɪ̯ʲɐ ɐʃɪl,ekti t͡ɕʰottɔ ɡɔrame ekɔd͡ʑɔn̪ɔ mee̯e t͡ɕʰil̪
মেয়েটির একজন ভালো বন্ধু ছিল, ময়মনসিংহঃ ছেড়িডার একটা ভালা বন্ধু আসিল,menʃɪn cʰeɽɪdɐɾ ɛktɐ bʱɐlɐ bond̪ʱu ɐʃɪl,mee̯etirɔ ekɔd͡ʑɔn̪ɔ b̤al̪o bɔn̪d̪̤u t͡ɕʰil̪
তাঁদের প্রতিদিন একসাথে খেলা করতে পছন্দ ছিল, ময়মনসিংহঃ তারার প্রত্যেকদিন একসাথে খেলা করতে পসন্দ আসিল,menʃɪn t̪ɐɾɐɾ pɾot̪t̪ekd̪ɪn ɛkʃɐt̪ʰe kʰelɐ koɾt̪e pɔʃond̪o ɐʃɪl,t̪ɔ̃d̪erɔ prɔt̪id̪in̪ɔ eks̪at̪ʰe kʰel̪a kɔrɔt̪e pɔt͡ɕʰɔn̪d̪ɔ t͡ɕʰil̪
তারা একটি দূর পাহাড়ের দিকে যাবার পথে একটি পুকুর দেখল, ময়মনসিংহঃ হেরা একটা দূর পাহাড়ের দিকে যাওনের পথে একটা পুষকুনি দেখল,menʃɪn heɾɐ ɛktɐ d̪uɾ pɐhɐɽeɾ d̪ɪke ɟɐ͡o̯neɾ pɔt̪ʰe ɛktɐ puʃkunɪ d̪ɛkʰɔl,t̪ara ekti d̪urɔ pahaɽerɔ d̪ike d͡zabarɔ pɔt̪ʰe ekti pukurɔ d̪ekʰɔl̪ɔ
পুকুরে খুবই সুন্দর একটি পাখি দেখতে পেলো, ময়মনসিংহঃ পুকুরে খুবই সুন্দর একটি পাখি দেখতে পেল,menʃɪn pukuɾe kʰubɪ ʃund̪ɔɾ ektɪ pɐkʰɪ d̪ekʰt̪e pel,pukure kʰubi s̪un̪d̪ɔrɔ ekti pakʰi d̪ekʰt̪e pel̪o
আমরা তো পাখির মতো উড়তে পারিনা, ময়মনসিংহঃ আমরা তো পাখির মতো উড়তাম পারিনা।,mɔnoʃɪn ɐmɾɐ t̪o pɐkʰɪɾ mɔt̪o uɽt̪ɐm pɐɾɪnɐ।,amra t̪o pakʰirɔ mɔt̪o uɽt̪e parin̪a
আমার দাঁত অনেক ব্যথা করছে, ময়মনসিংহঃ আমার দাঁত মেলা ব্যথা করতাসে,mɔʲenʃɔn ɐmɐɾ d̪ɐ̃t̪ mɛlɐ bɛt̪ʰɐ koɾt̪ɐʃe,amarɔ d̪ɔ̃t̪ɔ on̪ekɔ bd͡zɔt̪ʰa kɔrɔt͡ɕʰe
আমার মাথা অনেক ব্যথা করছে, ময়মনসিংহঃ আমার মাথা মেলা ব্যথা করতাসে,mɔʲensɪg ɐmɐɾ mɐt̪ʰɐ mɛlɐ bɛt̪ʰɐ koɾt̪ɐʃe,amarɔ mat̪ʰa on̪ekɔ bd͡zɔt̪ʰa kɔrɔt͡ɕʰe
সোহাগ নামক একটি ছেলে ছিল, ময়মনসিংহঃ সোহাগ নামের একটা ছেড়া আসিল,menʃɪn ʃohɐg nɐmeɾ ɛktɐ cʰeɽɐ ɐʃɪl,s̪ohaɡɔ n̪amɔkɔ ekti t͡ɕʰel̪e t͡ɕʰil̪
হাজারো স্মৃতি জড়িয়ে আছে এই গানের মধ্যে, ময়মনসিংহঃ হাজারটা স্মৃতি জড়ায়া আসে এই গানের মধ্যে,mɔe̯nsho hɐɟɐɾtɐ sɾɪt̪ɪ ɟɔɽɐʲɐ ɐʃe e͡ɪ̯ gɐneɾ mod̪d̪ʱe,had͡ʑaro s̪mɽit̪i d͡ʑɔɽie̯e at͡ɕʰe ei ɡan̪erɔ mɔd̪̤d͡ze
এখন আমি কত বড় হয়ে গেছি, ময়মনসিংহঃ এহন আমি কত বড় হয়া গেসি,mɔʲenʃɪn ehon ɐmɪ kɔt̪o bɔɽo hɔʲɐ gesɪ,ekʰɔn̪ɔ ami kɔt̪ɔ bɔɽɔ he̯e ɡet͡ɕʰi
এখন আবার একটা মেয়েকে অনেক ভালবাসি, ময়মনসিংহঃ এখন আবার একটা মাইয়ারে অনেক ভালবাসি,menʃɪn ɛkʰon ɐbɐɾ ɛktɐ mɐ͡ɪ̯ʲɐɾe ɔnek bʱɐlbɐʃɪ,ekʰɔn̪ɔ abarɔ ekta mee̯eke on̪ekɔ b̤al̪bas̪i
কান্না এসে যায় এই গান শুনলে, ময়মনসিংহঃ কান্দন আইয়া যায় এই গান হুনলে,menʃɪn kɐnd̪on ɐ͡ɪ̯ʲɐ ɟɐe̯ e͡ɪ̯ gɐn hunle,kan̪n̪a es̪e d͡zae̯ɔ ei ɡan̪ɔ ɕun̪l̪e
জীবন থেকে কি করে এত তাড়াতাড়ি দিনগুলো কেঁটে গেল হিসাব মিলাতে পারিনা, ময়মনসিংহঃ জীবন থাইক্কা কি কইরা এত তাড়াতাড়ি দিনগুলা কাইটা গেল হিসাব মিলাইতে ফারিনা,mɔʲenʃɔn ɟɪbɔn t̪ʰɐ͡ɪ̯kkɐ kɪ ko͡ɪ̯ɾɐ ɛt̪o t̪ɐɽɐt̪ɐɽɪ d̪ɪngulɐ kɐ͡ɪ̯tɐ gɛlo hɪʃɐb mɪl,d͡ʑibɔn̪ɔ t̪ʰeke ki kɔre et̪ɔ t̪aɽat̪aɽi d̪in̪ɡul̪o keঁte ɡel̪ɔ his̪abɔ mil̪at̪e parin̪a
ভালোবাসা মানে তো মানুষের জীবন, ময়মনসিংহঃ ভালোবাসা মানে তো মানুষের জীবন,menʃɪn bʱɐlobɐʃɐ mɐne t̪o mɐnuʃeɾ ɟɪbɔn,b̤al̪obas̪a man̪e t̪o man̪uʂerɔ d͡ʑibɔn̪ɔ
এই ভালোবাসা না থাকলে মানুষের জীবনের সুখের আশা করাটাই ভুল, ময়মনসিংহঃ এই ভালবাসা না থাকলে মানুষের জীবনের সুখের আশা করনডাই ভুল,mɔʲensɪn e͡ɪ̯ bʱɐlbɐʃɐ nɐ t̪ʰɐkle mɐnuʃeɾ ɟɪbɔneɾ ʃukʰeɾ ɐʃɐ kɔɾondɐ͡ɪ̯ bʱul,ei b̤al̪obas̪a n̪a t̪ʰakl̪e man̪uʂerɔ d͡ʑibn̪erɔ s̪ukʰerɔ aɕa kɔratai b̤ul̪
কোন কিছুই খুব সহজে হারিয়ে যায় না, ময়মনসিংহঃ কোন কিছুই খুব সহজে হারিয়ে যায় না,mɔʲensɪn kon kɪcʰu͡ɪ̯ kʰub ʃɔhoɟe hɐɾɪʲe ɟɐe̯ nɐ,kon̪ɔ kit͡ɕʰui kʰubɔ s̪ɔhɔd͡ʑe harie̯e d͡zae̯ɔ n̪a
গল্পের কথা যখনই আসে তখনই আমাদের শিশুদের কথা মনে পড়ে, ময়মনসিংহঃ গল্পের কথা যহনই আসে তহনই আমরার শিশুরার কথা মনে ফড়ে,mɔnoʃɪnho gɔlpeɾ kɔt̪ʰɐ ɟɔhonɪ ɐʃe t̪ɔhonɪ ɐmɾɐɾ ʃɪʃuɾɐɾ kɔt̪ʰɐ mone pʰɔɽe,ɡɔl̪perɔ kɔt̪ʰa d͡zɔkʰɔn̪i as̪e t̪ɔkʰɔn̪i amad̪erɔ ɕiɕud̪erɔ kɔt̪ʰa mɔn̪e pɔɽe
শিশুরা প্রধানত গল্প শুনতে খুব ভালোবাসে, ময়মনসিংহঃ শিশুরা প্রধানত গল্প হুনতে মেলা ভালবাসে,mɔnoʃɪnho ʃɪʃuɾɐ pɾod̪ʱɐnɔt̪o gɔlpo hunt̪e mɛlɐ bʱɐlbɐʃe,ɕiɕura prɔd̪̤an̪ɔt̪ɔ ɡɔl̪pɔ ɕun̪t̪e kʰubɔ b̤al̪obas̪e
আমার মনে হয় আমাদের এখানে শেষ করা উচিত, ময়মনসিংহঃ আমার মনে হয় আমরার এহানে শেষ করন উচিত,mɔʲensɪn ɐmɐɾ mone hɔe̯ ɐmɾɐɾ ehɐne ʃeʃ kɔɾon ucɪt̪,amarɔ mɔn̪e he̯ɔ amad̪erɔ ekʰan̪e ɕeʂɔ kɔra ut͡ɕit̪
"যদি সময় পাওয়া যায়, আমরা আরো দেখবো"," ময়মনসিংহঃ যদি সময় পাওয়ন যায়, আমরা আরো দেখবাম","mɔʲensɪng ɟod̪ɪ ʃɔmɔe̯ pɐ͡o̯ʲon ɟɐe̯, ɐmɾɐ ɐɾo d̪ekʰbɐm","d͡zɔd̪i s̪ɔme̯ɔ paoe̯a d͡zae̯ɔ, amra aro d̪ekʰbo"
আপনার সাথে দেখা হয়ে আসলেই খুব ভালো লাগলো, ময়মনসিংহঃ আপনার সাথে দেহা হয়া আসলেই খুব ভালা লাগলো,menʃɪn ɐpnɐɾ ʃɐt̪ʰe d̪ehɐ hɔʲɐ ɐʃole͡ɪ̯ kʰub bʱɐlɐ lɐglo,apn̪arɔ s̪at̪ʰe d̪ekʰa he̯e as̪l̪ei kʰubɔ b̤al̪o l̪aɡl̪o
আমাকে এখন ঘুমাতে দিন, ময়মনসিংহঃ আমারে এহন ঘুমাইতে দেন,menʃɪnho ɐmɐɾe ehon gʱumɐ͡ɪ̯t̪e d̪ɛn,amake ekʰɔn̪ɔ ̤ɡ̤umat̪e d̪in̪
আমি আপনার সাথে পরে দেখা করব, ময়মনসিংহঃ আমি আফনের সাথে পরে দেহা করবাম,mɔʃensɪn ɐmɪ ɐpʰoneɾ ʃɐt̪ʰe pɔɾe d̪ehɐ koɾbɐm,ami apn̪arɔ s̪at̪ʰe pɔre d̪ekʰa kɔrɔbɔ
চলো পড়াশুনা করি, ময়মনসিংহঃ চল পড়াশুনা করি,menoʃɪng cɔl pɔɽɐʃunɐ koɾɪ,t͡ɕɔl̪o pɔɽaɕun̪a kɔri
চলো একটা বিরতি নেই, ময়মনসিংহঃ চল একটা বিরতি নেই,menʃɪn cɔl ɛktɐ bɪɾot̪ɪ ne͡ɪ̯,t͡ɕɔl̪o ekta birt̪i n̪ei
চলো বিশ্রাম নেয়া যাক, ময়মনসিংহঃ চল বিশ্রাম নেওয়ন যাক,menʃɪn cɔl bɪsɾɐm ne͡o̯ʲon zɐk,t͡ɕɔl̪o biɕramɔ n̪ee̯a d͡zak
আমি কি দয়া করে এখানে আসতে পারি?, ময়মনসিংহঃ আমি কি দয়া কইরা এইহানে আইতে পারি?,mɔʲenʃɔn ɐmɪ kɪ d̪ɔʲɐ ko͡ɪ̯ɾɐ e͡ɪ̯hɐne ɐ͡ɪ̯t̪e pɐɾɪ?,ami ki d̪e̯a kɔre ekʰan̪e as̪t̪e pari?
"যেহেতু সবাই এখানে আছে, আমাদের শুরু করা উচিত এখন"," ময়মনসিংহঃ যেহেতু সবাই এইহানে আসে, আমারার শুরু করা উচিত এহন","mɔʲensɪng ɟehet̪u ʃɔbɐ͡ɪ̯ e͡ɪ̯hɐne ɐʃe, ɐmɐɾɐɾ ʃuɾu kɔɾɐ ucɪt̪ ehon","d͡zehet̪u s̪ɔbai ekʰan̪e at͡ɕʰe, amad̪erɔ ɕuru kɔra ut͡ɕit̪ɔ ekʰɔn̪ɔ"
আমরা এখানে আছি আলোচনা করার জন্য, ময়মনসিংহঃ আমরা এইহানে আসি আলোচনা করার লাইজ্ঞা,mɔnoʃɪn ɐmɾɐ e͡ɪ̯hɐne ɐʃɪ ɐlocɔnɐ kɔɾɐɾ lɐ͡ɪ̯ggɐ,amra ekʰan̪e at͡ɕʰi al̪ot͡ɕn̪a kɔrarɔ d͡ʑɔn̪d͡zɔ
আমরা এখানে আজ উপস্থিত আছি কথা বলার জন্য, ময়মনসিংহঃ আমরা এইহানে আইজ উপস্থিত আসি কথা বলার লাইজ্ঞা,mɔʲenosho ɐmɾɐ e͡ɪ̯hɐne ɐ͡ɪ̯ɟ upost̪ʰɪt̪ ɐʃɪ kɔt̪ʰɐ bɔlɐɾ lɐ͡ɪ̯ggɐ,amra ekʰan̪e ad͡ʑɔ upɔs̪t̪ʰit̪ɔ at͡ɕʰi kɔt̪ʰa bɔl̪arɔ d͡ʑɔn̪d͡zɔ
আপনি কি বাংলা সিনেমা দেখতে ভালোবাসেন?, ময়মনসিংহঃ আফনেরা কি বাংলা সিনেমা দেখতে ভালবাসেন?,menʃɔn ɐpʰoneɾɐ kɪ bɐŋlɐ sɪnemɐ d̪ekʰt̪e bʱɐlbɐʃen?,apn̪i ki baŋl̪a s̪in̪ema d̪ekʰt̪e b̤al̪obas̪en̪ɔ?
আমি আপনাকে ধন্যবাদ জানাতে চাই, ময়মনসিংহঃ আমি আফনেরে ধন্যবাদ জানাইতাম চাই,menʃɪn ɐmɪ ɐpʰoneɾe d̪ʱonnobɐd̪ ɟɐnɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯,ami apn̪ake d̪̤ɔn̪d͡zɔbad̪ɔ d͡ʑan̪at̪e t͡ɕai
আপনার জন্মদিন কবে?, ময়মনসিংহঃ আফনের জন্মদিন কবে?,mɔpʰoneɾ ɟɔnmod̪ɪn kɔbe?,apn̪arɔ d͡ʑɔn̪mɔd̪in̪ɔ kɔbe?
আপনি কি এখানে থাকতে পারেন?, ময়মনসিংহঃ আফনে কি এইহানে থাকতে ফারেন?,menoʃɪn ɐcʰone kɪ e͡ɪ̯hɐne t̪ʰɐkt̪e pʰɐɾen?,apn̪i ki ekʰan̪e t̪ʰakt̪e paren̪ɔ?
আপনি কি কথা বলতে পারেন ইংরেজিতে?, ময়মনসিংহঃ আফনে কি কথা কইতে ফারেন ইংরেজিতে?,menoʃɪn ɐcʰone kɪ kɔt̪ʰɐ ko͡ɪ̯t̪e pʰɐɾen ɪŋɾeɟɪt̪e?,apn̪i ki kɔt̪ʰa bɔl̪ɔt̪e paren̪ɔ iŋred͡ʑit̪e?
আপনি কি এই প্রশ্নের জবাব দিতে পারবেন?, ময়মনসিংহঃ আফনে কি এই প্রশ্নের জবাব দিতে ফারবাইন?,menʃɪn ɐcʰone kɪ e͡ɪ̯ pɾosneɾ ɟɔbɐb d̪ɪt̪e pʰɐɾbɐ͡ɪ̯n?,apn̪i ki ei prɔɕn̪erɔ d͡ʑɔbabɔ d̪it̪e parben̪ɔ?
আমি আপনার জন্য অপেক্ষা করছি, ময়মনসিংহঃ আমি আফনের লাইজ্ঞা অপেক্ষা করতাসি, menʃɔn ɐmɪ ɐpʰoneɾ lɐ͡ɪ̯ggɐ ɔpekkʰɐ koɾt̪ɐʃɪ,ami apn̪arɔ d͡ʑɔn̪d͡zɔ opekʂa kɔrɔt͡ɕʰi
আপনি কি বাংলা নাটক দেখতে পারেন?, ময়মনসিংহঃ আফনে কি বাংলা নাটক দেখতে পারেন?,menʃɪn ɐcʰone kɪ bɐŋlɐ nɐtok d̪ekʰt̪e pɐɾen?,apn̪i ki baŋl̪a n̪atɔkɔ d̪ekʰt̪e paren̪ɔ?
আপনি কি কোনো কবিতা লিখতে পারেন?, ময়মনসিংহঃ আফনে কি কুনো কবিতা লিখতে পারেন?,menʃɪn ɐcʰone kɪ kuno kobɪt̪ɐ lɪkʰt̪e pɐɾen?,apn̪i ki kon̪o kɔbit̪a l̪ikʰt̪e paren̪ɔ?
আপনি কি এই বইটি পড়তে পারেন?, ময়মনসিংহঃ আফনে কি এই বইডা পড়তে পারেন?,mɔnoʃɪn ɐcʰone kɪ e͡ɪ̯ bo͡ɪ̯dɐ pɔɽt̪e pɐɾen?,apn̪i ki ei biti pɔɽɔt̪e paren̪ɔ?
আপনি কি কোনো গানে নাচতে পারেন?, ময়মনসিংহঃ আফনে কি কুনো গানে নাচতে পারেন?,menʃɪn ɐcʰone kɪ kuno gɐne nɐct̪e pɐɾen?,apn̪i ki kon̪o ɡan̪e n̪at͡ɕt̪e paren̪ɔ?
তুই কি এই বইটি পড়তে পারিস?, ময়মনসিংহঃ তুইন কিতা এই বইডা পড়তে হারস?,mɔnoʃɪn t̪u͡ɪ̯n kɪt̪ɐ e͡ɪ̯ bo͡ɪ̯dɐ pɔɽt̪e hɐɾʃ?,t̪ui ki ei biti pɔɽɔt̪e paris̪ɔ?
তুই আমার সঙ্গে একটি গান গাইতে পারবি?, ময়মনসিংহঃ তুই আমার সাথে একটা গান গাইতে পারবি?,menoʃɪn t̪u͡ɪ̯ ɐmɐɾ ʃɐt̪ʰe ɛktɐ gɐn gɐ͡ɪ̯t̪e pɐɾbɪ?,t̪ui amarɔ s̪ɔŋɡe ekti ɡan̪ɔ ɡait̪e parbi?
তুই আমার পাশে থাকতে চাস ?, ময়মনসিংহঃ তুই আমার লগে থাকতে চাস ?, mɔnoʃɪn t̪u͡ɪ̯ ɐmɐɾ lɔge t̪ʰɐkt̪e cɐʃ?,t̪ui amarɔ paɕe t̪ʰakt̪e t͡ɕas̪ɔ ?
তুই কি এই সিনেমা দেখতে চাস ?, ময়মনসিংহঃ তুইন কিতা এই সিনেমা দেখতে চাস ?, mɔʲenos t̪u͡ɪ̯n kɪt̪ɐ e͡ɪ̯ sɪnemɐ d̪ekʰt̪e cɐʃ?,t̪ui ki ei s̪in̪ema d̪ekʰt̪e t͡ɕas̪ɔ ?
তুই আমার জন্য কী ভালোবাসতে পারবি?, ময়মনসিংহঃ তুইন আমার লাইজ্ঞা কী ভালোবাসতে পারবি?,menʃɪn t̪u͡ɪ̯n ɐmɐɾ lɐ͡ɪ̯ggɐ kɪ bʱɐlobɐʃt̪e pɐɾbɪ?,t̪ui amarɔ d͡ʑɔn̪d͡zɔ ki b̤al̪obas̪t̪e parbi?
তুই কি কখনো বাংলাদেশে ঘুরতে গিয়েছিলি?, ময়মনসিংহঃ তুইন কিতা কহনো বাংলাদেশে ঘুরতে গেসিলি?,mɔʲensɪng t̪u͡ɪ̯n kɪt̪ɐ kɔhono bɐŋlɐd̪eʃe gʱuɾt̪e gesɪlɪ?,t̪ui ki kɔkʰɔn̪o baŋl̪ad̪eɕe ̤ɡ̤urt̪e ɡie̯et͡ɕʰil̪i?
তুই আমার জন্য কোনো সুন্দর উপহার কিনতে পারবি?, ময়মনসিংহঃ তুইন আমার লাইজ্ঞা কুনো সুন্দর উফহার কিনতা পারবি?,menoʃɪn t̪u͡ɪ̯n ɐmɐɾ lɐ͡ɪ̯ggɐ kuno ʃund̪ɔɾ upʰhɐɾ kɪnt̪ɐ pɐɾbɪ?,t̪ui amarɔ d͡ʑɔn̪d͡zɔ kon̪o s̪un̪d̪ɔrɔ upɔharɔ kin̪t̪e parbi?
তুই কি এই গানটি শুনতে ভালোবাসবি?, ময়মনসিংহঃ তুইন কিতা এই গানডা হুনতে ভালবাসবি?,mɔʲensɪn t̪u͡ɪ̯n kɪt̪ɐ e͡ɪ̯ gɐndɐ hunt̪e bʱɐlbɐʃobɪ?,t̪ui ki ei ɡan̪ti ɕun̪t̪e b̤al̪obas̪bi?
তুই কি কখনো কবিতা লিখতে পারিস?, ময়মনসিংহঃ তুইন কিতা কহনো কবিতা লিখতে পারিস?,mɔʲenʃɪn t̪u͡ɪ̯n kɪt̪ɐ kɔhono kobɪt̪ɐ lɪkʰt̪e pɐɾɪs?,t̪ui ki kɔkʰɔn̪o kɔbit̪a l̪ikʰt̪e paris̪ɔ?
তুই আমার সঙ্গে কী ছবি তোলতে পারবি?, ময়মনসিংহঃ তুইন আমার লগে কী ছবি তুলতে ফারবি?,mɔnoʃɪn t̪u͡ɪ̯n ɐmɐɾ lɔge kɪ cʰobɪ t̪ult̪e pʰɐɾbɪ?,t̪ui amarɔ s̪ɔŋɡe ki t͡ɕʰɔbi t̪ol̪t̪e parbi?
তুই আমার কাছে এসব কিছু শিখতে চাস ?, ময়মনসিংহঃ তুইন আমার কাসে এইতা কিসু শিখতে চাস ?, mɔʲenos t̪u͡ɪ̯n ɐmɐɾ kɐʃe e͡ɪ̯t̪ɐ kɪʃu ʃɪkʰt̪e cɐʃ?,t̪ui amarɔ kat͡ɕʰe es̪ɔbɔ kit͡ɕʰu ɕikʰt̪e t͡ɕas̪ɔ ?
তুই কি আমার জন্য কিছু লিখতে পারবি?, ময়মনসিংহঃ তুইন কিতা আমার লাইজ্ঞা কিসু লিখতে ফারবি?,menʃɪn t̪u͡ɪ̯n kɪt̪ɐ ɐmɐɾ lɐ͡ɪ̯ggɐ kɪʃu lɪkʰt̪e pʰɐɾbɪ?,t̪ui ki amarɔ d͡ʑɔn̪d͡zɔ kit͡ɕʰu l̪ikʰt̪e parbi?
তুই কি আমার সঙ্গে বাংলায় কথা বলতে পারবি?, ময়মনসিংহঃ তুইন কিতা আমার লগে বাংলায় কথা কইতে ফারবি?,menʃɪn t̪u͡ɪ̯n kɪt̪ɐ ɐmɐɾ lɔge bɐŋlɐe̯ kɔt̪ʰɐ ko͡ɪ̯t̪e pʰɐɾbɪ?,t̪ui ki amarɔ s̪ɔŋɡe baŋl̪ae̯ɔ kɔt̪ʰa bɔl̪ɔt̪e parbi?
তুই কি এই স্কুলে পড়তে আসতে চাস ?, ময়মনসিংহঃ তুইন কিতা এই ইস্কুলে ফড়তে আইতে চাস ?,menʃɪn t̪u͡ɪ̯n kɪt̪ɐ e͡ɪ̯ ɪskule pʰɔɽt̪e ɐ͡ɪ̯t̪e cɐʃ?,t̪ui ki ei s̪kul̪e pɔɽɔt̪e as̪t̪e t͡ɕas̪ɔ ?
