bangla_speech,regional,regional_ipa,bangla_speech_ipa
 যাদের সাথে ভালো সম্পর্ক রয়েছে শুধু তাদের পানি দিবে আর কাউকে দিবে না,সিলেট যারার লগে ভালা খাতির খালি তারারে পানি দিবা আর খেউরে দিতা না, ʃɔlhe ɟɐɾɐɾ lɔge bʱɐlɐ kʰɐt̪ɪɾ kʰɐlɪ t̪ɐɾɐɾe pɐnɪ d̪ɪbɐ ɐɾ kʰe͡u̯ɾe d̪ɪt̪ɐ nɐ, d͡zad̪erɔ s̪at̪ʰe b̤al̪o s̪ɔmpɔrkɔ re̯et͡ɕʰe ɕud̪̤u t̪ad̪erɔ pan̪i d̪ibe arɔ kauke d̪ibe n̪a
জানিনা পানি পাবো নাকি পাবো না,সিলেট পানি পাইমু কিনা জানিয়ার না,ʃɔlhe pɐnɪ pɐ͡ɪ̯mu kɪnɐ ɟɐnɪʲɐɾ nɐ,d͡ʑan̪in̪a pan̪i pabo n̪aki pabo n̪a
পাশ করা ডাক্তাররা এখন ভালো অবস্থায় নেই,সিলেট পাশ খরা ডাখতররা এখন ভালা অবস্থাত নাই,ʃɔlhe pɐʃ xɔɾɐ dɐxot̪ɔɾɾɐ ɛxon vɐlɐ ɔbost̪ʰɐt̪ nɐ͡ɪ̯,paɕɔ kɔra dakt̪arra ekʰɔn̪ɔ b̤al̪o obɔs̪t̪ʰae̯ɔ n̪ei
কেন এত টাকা ধার করে ডাক্তারি পড়তে হবে,সিলেট কিতার লাগি অতো টেখা ধার করাইয়া ডাখতরি পড়তায় অইবো, ʃɔlhe kɪt̪ɐɾ lɐgɪ ɔt̪o tekʰɐ d̪ʱɐɾ kɔɾɐ͡ɪ̯ʲɐ dɐkʰt̪oɾɪ pɔɽt̪ɐe̯ ɔ͡ɪ̯bo,ken̪ɔ et̪ɔ taka d̪̤arɔ kɔre dakt̪ari pɔɽɔt̪e hɔbe
যেহেতু ভর্তি হয়ে গেছেন পড়াশোনা চালিয়ে যান,সিলেট ভর্তি অই গেছো যেতুক পড়াশুনা চালাইয়া যাও,ʃɔlhe bʱɔɾt̪ɪ ɔ͡ɪ̯ gecʰo ɟet̪uk pɔɽɐʃunɐ cɐlɐ͡ɪ̯ʲɐ ɟɐ͡o̯,d͡zehet̪u b̤ɔrt̪i he̯e ɡet͡ɕʰen̪ɔ pɔɽaɕon̪a t͡ɕal̪ie̯e d͡zan̪
স্বামীরে অভিযোগ স্ত্রী তার সংসারের দায়িত্ব পালন করছে না,সিলেট জামাইর অভিযোগ বউ তান সংসারর দায়িত্ব পালন কররা না,ʃɔlhe zɐmɐ͡ɪ̯ɾ ovɪzog bɔ͡u̯ t̪ɐn ʃɔŋʃɐɾoɾ d̪ɐʲɪt̪t̪o pɐlon koɾɾɐ nɐ,s̪bamire ob̤id͡zoɡɔ s̪t̪ri t̪arɔ s̪ɔŋs̪arerɔ d̪ae̯it̪bɔ pal̪ɔn̪ɔ kɔrɔt͡ɕʰe n̪a
দুজনেই দুজনকে সন্দেহ করে,সিলেট দুয়োগু দুয়োগুরে সন্দেহ করইন,ʃɔlho d̪uʲogu d̪uʲoguɾe ʃɔnd̪eho koɾɪn,d̪ud͡ʑn̪ei d̪ud͡ʑɔn̪ɔke s̪ɔn̪d̪ehɔ kɔre
স্ত্রী ধারণা স্বামী পরকীয়ায় আছে,সিলেট বউর ধারনা জামাই পরকীয়া কররা,ʃɔlhe bɔ͡u̯ɾ d̪ʱɐɾonɐ ɟɐmɐ͡ɪ̯ pɔɾkɪʲɐ koɾɾɐ,s̪t̪ri d̪̤arna s̪bami pɔrɔkie̯ae̯ɔ at͡ɕʰe
এই বিষয়টা নিয়ে আর কথা বলতে চাচ্ছি না ,সিলেট অউ বিষয়ে আর মাততাম চাইয়ার না,ʃɔlhe ɔ͡u̯ bɪʃɔʲe ɐɾ mɐt̪t̪ɐm cɐ͡ɪ̯ʲɐɾ nɐ,ei biʂe̯ɔta n̪ie̯e arɔ kɔt̪ʰa bɔl̪ɔt̪e t͡ɕat͡ɕt͡ɕʰi n̪a 
আজকাল ছোটরাও পাত্তা দিচ্ছে না,সিলেট আইজকাইল হুরু ইতায়ও পাত্তা দিরা না,ʃɔlho ɐ͡ɪ̯ɟkɐ͡ɪ̯l huɾu ɪt̪ɐʲo pɐt̪t̪ɐ d̪ɪɾɐ nɐ,ad͡ʑkal̪ɔ t͡ɕʰotrao pat̪t̪a d̪it͡ɕt͡ɕʰe n̪a
কেউ আর ভয় পাচ্ছে না,সিলেট খেউ আর ডরাইরা না,ʃɔlhet xe͡u̯ ɐɾ dɔɾɐ͡ɪ̯ɾɐ nɐ,keu arɔ b̤e̯ɔ pat͡ɕt͡ɕʰe n̪a
আমার এসব আর একটুও ভালো লাগছে না,সিলেট মোর ইতা আর থুরাও ভালা লাগের না,ʃɔlhe moɾ ɪt̪ɐ ɐɾ t̪ʰuɾɐ͡o̯ bʱɐlɐ lɐgeɾ nɐ,amarɔ es̪ɔbɔ arɔ ektuo b̤al̪o l̪aɡt͡ɕʰe n̪a
যারা ভেবেছিলেন বড় হয়ে গরীবদের সেবা করবেন কিন্তু বড় হয়ে দেখেন নিজেই গরীব,সিলেট যেরা ভাবছিলা বড় অইয়া গরীবর সেবা করতা কিন্তুক বড় অইয়া দেখরা নিজেউ গরীব,ʃɔlhe ɟeɾɐ bʱɐbcʰɪlɐ bɔɽo ɔ͡ɪ̯ʲɐ goɾɪbɔɾ ʃebɐ koɾt̪ɐ kɪnt̪uk bɔɽo ɔ͡ɪ̯ʲɐ d̪ɛkʰɾɐ nɪ,d͡zara b̤ebet͡ɕʰil̪en̪ɔ bɔɽɔ he̯e ɡɔribd̪erɔ s̪eba kɔrɔben̪ɔ kin̪t̪u bɔɽɔ he̯e d̪ekʰen̪ɔ n̪id͡ʑei ɡɔrib
মহিলার বয়স হবে ৮০ এর উপরে,সিলেট বেটির বয়স অইবো আশির উফরে,ʃɔlhe betɪɾ bɔʲoʃ ɔ͡ɪ̯bo ɐʃɪɾ upʰɔɾe,mɔhil̪arɔ be̯ɔs̪ɔ hɔbe ৮০ erɔ upre
"একটাই পৃথিবী, কিন্তু একেক এলাকার মানুষের চিন্তা একেক রকম",সিলেট এখটাউ দুনিয়া কিন্তু এখত জাগার মানুষর চিন্তা এখত লাখান,ʃɔlhe extɐ͡u̯ d̪unɪʲɐ kɪnt̪u exot̪o zɐgɐɾ mɐnuʃɔɾ cɪnt̪ɐ exot̪o lɐxɐn,"ektai pɽit̪ʰibi, kin̪t̪u ekekɔ el̪akarɔ man̪uʂerɔ t͡ɕin̪t̪a ekekɔ rɔkɔmɔ"
নতুনরা অনেক কিছু শিখতে পারবে আশা করি,সিলেট নয়া এরা বহুততা হিকতা পারবা আশা খরি,ʃɔlhe nɔʲɐ eɾɐ bohut̪t̪ɐ hɪkt̪ɐ pɐɾbɐ ɐʃɐ xoɾɪ,n̪ɔt̪un̪ra on̪ekɔ kit͡ɕʰu ɕikʰt̪e parbe aɕa kɔri
হোকনা ভালো কিছুর শুরুটা এভাবেই,সিলেট অউক না ভালা কুন্তার শুরু অলাউ,ʃɔlhe ɔ͡u̯k nɐ vɐlɐ kunt̪ɐɾ ʃuɾu ɔlɐ͡u̯,hokn̪a b̤al̪o kit͡ɕʰurɔ ɕuruta eb̤abei
তুমি আমার সাথে আর কথা বলবা না,সিলেট তুমি মোর লগে আর মাতবায় না,ʃɔlhe t̪umɪ moɾ lɔge ɐɾ mɐt̪bɐe̯ nɐ,t̪umi amarɔ s̪at̪ʰe arɔ kɔt̪ʰa bɔl̪ɔba n̪a
আমরা অনেক বড় হয়ে গেছি মনে হচ্ছে,সিলেট আমরা বাক্কা বড় অই গেছি মনে অর,ʃɔlhe ɐmɾɐ bɐkkɐ bɔɽo ɔ͡ɪ̯ gecʰɪ mone ɔɾ,amra on̪ekɔ bɔɽɔ he̯e ɡet͡ɕʰi mɔn̪e hɔt͡ɕt͡ɕʰe
রাজকুমারির মায়া পৃথিবী যায়নি আজও ভুলে,সিলেট রাজকুমারির মায়া দুনিয়া আইজো ভুলছে না,ʃɔlhe ɾɐɟkumɐɾɪɾ mɐʲɐ d̪unɪʲɐ ɐ͡ɪ̯ɟo bʱulcʰe nɐ,rad͡ʑkumarirɔ mae̯a pɽit̪ʰibi d͡zae̯n̪i ad͡ʑo b̤ul̪e
জীবন থেকে রঙ হারায় গেছে,সিলেট জীবনে থাকি রঙ হারাই গেছে গিয়া,ʃɔlhe ɟɪbone t̪ʰɐkɪ ɾɔŋ hɐɾɐ͡ɪ̯ gecʰe gɪʲɐ,d͡ʑibɔn̪ɔ t̪ʰeke rɔŋɔ harae̯ɔ ɡet͡ɕʰe
একটা রঙিন ছবি তুলতে হবে আমাদের সবার,সিলেট এখটা রঙিন ছবি তুলা লাগবো আমরা হখলর,ʃɔlhe ɛkʰtɐ ɾoŋɪn cʰobɪ t̪ulɐ lɐgbo ɐmɾɐ hɔkʰloɾ,ekta rɔŋin̪ɔ t͡ɕʰɔbi t̪ul̪t̪e hɔbe amad̪erɔ s̪ɔbar
আর কত ছুটি কাটাবো?,সিলেট আর খত ছুটি কাটাইতাম,ʃɔlhe ɐɾ xɔt̪o cʰutɪ kɐtɐ͡ɪ̯t̪ɐm,arɔ kɔt̪ɔ t͡ɕʰuti katabo?
পুরোটা দেখার অপেক্ষায় বসে আছি ,সিলেট ফুরাটা দেখার অপেক্ষাত বই রইছি,ʃɔlho pʰuɾɐtɐ d̪ɛkʰɐɾ ɔpekkʰɐt̪ bo͡ɪ̯ ɾo͡ɪ̯cʰɪ,purota d̪ekʰarɔ opekʂae̯ɔ bɔs̪e at͡ɕʰi 
আপনি বেঁচে আছেন?,সিলেট আফনে বাঁচিয়া আছইন নি?,ʃɔlhe ɐcʰone bɐ̃cɪʲɐ ɐcʰo͡ɪ̯n nɪ?,apn̪i beঁt͡ɕe at͡ɕʰen̪ɔ?
আশেপাশে কেউ থাকলে কল দিয়েন,সিলেট আশেপাশে খেউ থাখলে কল দেইন যেন,ʃɔlhe ɐʃepɐʃe xe͡u̯ t̪ʰɐkʰle kɔl d̪e͡ɪ̯n zeno,aɕepaɕe keu t̪ʰakl̪e kɔl̪ɔ d̪ie̯en̪
দেখা করা যাবে,সিলেট দেখা খরা যাইবো ,ʃɔlhe d̪ɛxɐ xɔɾɐ zɐ͡ɪ̯bo ,d̪ekʰa kɔra d͡zabe
কিছু পাইতে হলে কিছু ছাড়তে হবে,সিলেট কুনতা পাইতে অইলে কুনতা ছাড়া লাগবো,ʃɔlho kunt̪ɐ pɐ͡ɪ̯t̪e ɛ͡ɪ̯le kunt̪ɐ cʰɐɽɐ lɐgbo,kit͡ɕʰu pait̪e hɔl̪e kit͡ɕʰu t͡ɕʰaɽt̪e hɔbe
বাংলাদেশে আমাকে সবাই আমার ডাক নামে চিনে,সিলেট বাংলাদেশো মোরে সবে মোর ডাখ নামে চিনইন,ʃɔlɪ bɐŋlɐd̪eʃo moɾe ʃɔbe moɾ dɐkʰ nɐme cɪnɪn,baŋl̪ad̪eɕe amake s̪ɔbai amarɔ dakɔ n̪ame t͡ɕin̪e
দুই ঘন্টা ধরে বিদ্যুৎ যায়নি,সিলেট দুই ঘন্টা ধরি বিদ্যুৎ যার না,ʃɔlhe d̪u͡ɪ̯ gʱɔntɐ d̪ʱoɾɪ bɪd̪d̪ut̪ zɐɾ nɐ,d̪ui ̤ɡ̤ɔn̪ta d̪̤ɔre bid̪d͡zut̪ɔ d͡zae̯n̪i
বিদ্যুৎ অফিসের লোকটা কি মারা গেলো নাকি?,সিলেট কারেন্টর অফিসর বেটা মরি গেলো নাকিতা?,ʃɔlhe kɐɾentɔɾ ɔfɪʃɔɾ betɐ moɾɪ gelo nɐkɪt̪ɐ?,bid̪d͡zut̪ɔ oɸis̪erɔ l̪okta ki mara ɡel̪o n̪aki?
সেইবার আমি প্রায় ৪ মাস পরে বাসায় গিয়েছি,সিলেট হবার মুই বাক্কা ৪ মাস বাদে বাসাত গেছি,ʃɔlhe hɔbɐɾ mu͡ɪ̯ bɐkkɐ pɔ mɐʃ bɐd̪e bɐʃɐt̪ gecʰɪ,s̪eibarɔ ami prae̯ɔ ৪ mas̪ɔ pɔre bas̪ae̯ɔ ɡie̯et͡ɕʰi
বাবার মুখের দিকে তাকিয়ে কেমন জানি একটা শূন্যতা অনুভব করলাম ,সিলেট আব্বার মুখর দিকে চাইয়া কিলান এখটা শূন্যতা অনুভব খরলাম,ʃɔlhe ɐbbɐɾ muxoɾ d̪ɪke cɐ͡ɪ̯ʲɐ kɪlɐn extɐ ʃunnot̪ɐ onuvɔb xoɾlɐm,babarɔ mukʰerɔ d̪ike t̪akie̯e kemɔn̪ɔ d͡ʑan̪i ekta ɕun̪d͡zɔt̪a on̪ub̤ɔbɔ kɔrɔl̪amɔ 
কবে যে আমার স্বপ্নটা পূরণ হবে,সিলেট কুনদিন যে আমার স্বপ্নটা পুরণ অইতো,ʃɔlhe kund̪ɪn ɟe ɐmɐɾ ʃɔpnotɐ puɾon ɔ͡ɪ̯t̪o,kɔbe d͡ze amarɔ s̪bɔpn̪ɔta purɔnɔ hɔbe
আপনি কি আপনার হাত ধুতে জানেন?,সিলেট আফনে কিতা আফনার হাত ধুয়া চিনইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ɐpʰnɐɾ hɐt̪ d̪ʱuʲɐ cɪnɪn nɪ?,apn̪i ki apn̪arɔ hat̪ɔ d̪̤ut̪e d͡ʑan̪en̪ɔ?
আপনি কি খামারের পশু পছন্দ করেন?,সিলেট আফনে কিতা খামারর পশু পছন্দ করইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ kʰɐmɐɾoɾ poʃu pɔcʰond̪o koɾɪn nɪ?,apn̪i ki kʰamarerɔ pɔɕu pɔt͡ɕʰɔn̪d̪ɔ kɔren̪ɔ?
আমি আমার পরিবারের কথা বলতে চাই,সিলেট মুই মোর পরিবারর খতা কইতাম চাই,ʃɔlhe mu͡ɪ̯ moɾ poɾɪbɐɾoɾ xɔt̪ɐ ko͡ɪ̯t̪ɐm cɐ͡ɪ̯,ami amarɔ pɔribarerɔ kɔt̪ʰa bɔl̪ɔt̪e t͡ɕai
"আমার পরিবারে আমি মা, বাবা এবং একটি ছোট্ট বোন","সিলেট মোর পরিবারো মুই আম্মা, আব্বা আর এক হুরু বইন ","ʃɔlhe moɾ poɾɪbɐɾo mu͡ɪ̯ ɐmmɐ, ɐbbɐ ɐɾ ɛk huɾu bo͡ɪ̯n ","amarɔ pɔribare ami ma, baba ebɔŋ ekti t͡ɕʰottɔ bon̪"
আমাদের সবাই একসময়ে একসাথে আছি ,সিলেট আমরার হখল এখ সময়ে একলগে আছি,ʃɔlhe ɐmɾɐɾ hɔkʰl ɛkʰo ʃɔmɔʲe ɛklgk ɐcʰɪ,amad̪erɔ s̪ɔbai ekɔs̪ɔme̯e eks̪at̪ʰe at͡ɕʰi 
আমরা খুব খুশি,সিলেট আমরা খুব খুশি,sɔlhet ɐmɾɐ kʰub kʰuʃɪ,amra kʰubɔ kʰuɕi
আমাদের পরিবারে আনন্দের বাইরে কোন ঝগড়া নেই,সিলেট আমরার পরিবারো আনন্দর বাইরে কুনো লাগালাগি নাই,ʃɔlhe ɐmɾɐɾ poɾɪbɐɾo ɐnond̪ɔɾ bɐ͡ɪ̯ɾe kuno lɐgɐlɐgɪ nɐ͡ɪ̯,amad̪erɔ pɔribare an̪ɔn̪d̪erɔ baire kon̪ɔ d͡ʑ̤ɔɡɔɽa n̪ei
আমার বন্ধুরা আমার জীবনের অনেক গুরুত্বপূর্ণ অংশ,সিলেট মোর বন্ধুরা মোর জীবনর খুব গুরুত্বপুর্ণ অংশ,ʃɔlhe moɾ bond̪ʱuɾɐ moɾ zɪbɔnoɾ xub guɾut̪t̪opuɾno ɔŋʃo,amarɔ bɔn̪d̪̤ura amarɔ d͡ʑibn̪erɔ on̪ekɔ ɡurut̪bɔpurnɔ oŋɕɔ
আমি সবসময় আমার গ্রামের মানুষদের পাশে থাকতে চাই,সিলেট মুই হখল সময় মোর গাউর মানুষর পাশে থাকতাম চাই,ʃɔlhe mu͡ɪ̯ hɔkʰl ʃɔmɔe̯ moɾ gɐ͡u̯ɾ mɐnuʃɔɾ pɐʃe t̪ʰɐkt̪ɐm cɐ͡ɪ̯,ami s̪ɔbɔs̪ɔme̯ɔ amarɔ ɡɔramerɔ man̪uʂd̪erɔ paɕe t̪ʰakt̪e t͡ɕai
খুব সুন্দর,সিলেট খুব সুন্দর ,ʃɔlhe kʰub ʃund̪ɔɾ ,kʰubɔ s̪un̪d̪ɔrɔ
আপনার লেখা অসাধারণ,সিলেট আফনার লেখা অসাধারণ,ʃɔlhe ɐpʰnɐɾ lekʰɐ ɔʃɐd̪ʱɐɾon,apn̪arɔ l̪ekʰa os̪ad̪̤arɔnɔ
আপনার ছবি দেখে খুব ভালো লেগছে,সিলেট আফনার ছবু দেকিয়া খুব ভালা লাগছে,ʃɔlhe ɐpʰnɐɾ cʰobu d̪ekɪʲɐ kʰub bʱɐlɐ lɐgcʰe,apn̪arɔ t͡ɕʰɔbi d̪ekʰe kʰubɔ b̤al̪o l̪eɡt͡ɕʰe
অসাধারণ করে লিখেছেন,সিলেট অসাধারণ খরি লেখছইন,ʃɔlhet ɔʃɐd̪ʱɐɾon xoɾɪ lexcʰo͡ɪ̯n,os̪ad̪̤arɔnɔ kɔre l̪ikʰet͡ɕʰen̪
আমি ভালো লাগলো আপনার কথা পড়ে,সিলেট মোর ভালা লাগছে আফনার খতা পড়িয়া,ʃɔlhe moɾ vɐlɐ lɐgcʰe ɐfnɐɾ xɔt̪ɐ poɽɪʲɐ,ami b̤al̪o l̪aɡl̪o apn̪arɔ kɔt̪ʰa pɔɽe
আপনার এই পোস্টটি খুব উপকারী,সিলেট আফনার অউ পোস্টটা খুবই উফকারী,ʃɔlhe ɐpʰnɐɾ ɔ͡u̯ posttɐ kʰubɪ upʰkɐɾɪ,apn̪arɔ ei pos̪tɔti kʰubɔ upkari
আপনার সুন্দর সুন্দর ছবিগুলো দেখে আনন্দ পেয়েছি,সিলেট আফনার সুন্দর সুন্দর ছবিগুইন দেখিয়া মজা পাইছি,ʃɔlho ɐpʰnɐɾ ʃund̪ɔɾ ʃund̪ɔɾ cʰobɪgu͡ɪ̯n d̪ekʰɪʲɐ mɔɟɐ pɐ͡ɪ̯cʰɪ,apn̪arɔ s̪un̪d̪ɔrɔ s̪un̪d̪ɔrɔ t͡ɕʰɔbiɡul̪o d̪ekʰe an̪ɔn̪d̪ɔ pee̯et͡ɕʰi
আপনি খুব সুন্দরভাবে সমস্যাটি সমাধান করেছেন,সিলেট আফনে খুব সুন্দর খরি সমস্যাটার সমাধান করছইন,ʃɔlhe ɐcʰone xub ʃund̪ɔɾ xoɾɪ ʃɔmoʃʃɐtɐɾ ʃɔmɐd̪ʱɐn koɾcʰɪn,apn̪i kʰubɔ s̪un̪d̪ɔrɔb̤abe s̪ɔmɔs̪d͡zati s̪ɔmad̪̤an̪ɔ kɔret͡ɕʰen̪
আপনার ব্লগটি পড়ে অনেক কিছু শিখতে পেরেছি,সিলেট আফনার ব্লগটা পড়িয়া বাক্কা জিনিস শিখতাম ফারছি,ʃɔlho ɐpʰnɐɾ blɔgtɐ poɽɪʲɐ bɐkkɐ ɟɪnɪʃ ʃɪkʰt̪ɐm pʰɐɾcʰɪ,apn̪arɔ bl̪ɔɡɔti pɔɽe on̪ekɔ kit͡ɕʰu ɕikʰt̪e peret͡ɕʰi
আমি আপনার কাজকে ভালোবাসি,সিলেট মুই আফনার কাজরে ভালাপাই,ʃɔlhet mu͡ɪ̯ ɐpʰnɐɾ kɐɟoɾe bʱɐlɐpɐ͡ɪ̯,ami apn̪arɔ kad͡ʑke b̤al̪obas̪i
আপনার লেখার ধরণ খুব সুন্দর,সিলেট আফনার লেখার ধরন খুবই সুন্দর,ʃɔlhe ɐpʰnɐɾ lekʰɐɾ d̪ʱɔɾon kʰubɪ ʃund̪ɔɾ,apn̪arɔ l̪ekʰarɔ d̪̤ɔrɔnɔ kʰubɔ s̪un̪d̪ɔrɔ
আপনার ছবিটি দেখে মন ভরে গেলো,সিলেট আফনার ছবিটা দেখিয়া মন ভরি গেছে,ʃɔlhe ɐpʰnɐɾ cʰobɪtɐ d̪ekʰɪʲɐ mon bʱoɾɪ gecʰe,apn̪arɔ t͡ɕʰɔbiti d̪ekʰe mɔn̪ɔ b̤ɔre ɡel̪o
খুব সুন্দর কথা বলেছেন,সিলেট বাক্কা সুন্দর মাত মাতলা,ʃɔlɔt bɐkkɐ ʃund̪ɔɾ mɐt̪ mɐt̪lɐ,kʰubɔ s̪un̪d̪ɔrɔ kɔt̪ʰa bɔl̪et͡ɕʰen̪
আপনার মজার মজার কথা শুনলে সারা দিন মন ভালো থাকে,সিলেট আফনার মজার মজার মাত হুনলে হারাদিন মন ভালা থাকে,ʃɔlhe ɐpʰnɐɾ mɔɟɐɾ mɔɟɐɾ mɐt̪ hunle hɐɾɐd̪ɪn mon bʱɐlɐ t̪ʰɐke,apn̪arɔ mɔd͡ʑarɔ mɔd͡ʑarɔ kɔt̪ʰa ɕun̪l̪e s̪ara d̪in̪ɔ mɔn̪ɔ b̤al̪o t̪ʰake
একদিন সুন্দর একটি বাগানে একটি মেয়ে হাঁটছিল,সিলেট এখদিন সুন্দর এখটা বাগানো এখটা ফুড়ি হাটের,ʃɔlhe exd̪ɪn ʃund̪ɔɾ extɐ bɐgɐno extɐ fuɽɪ hɐteɾ,ekd̪in̪ɔ s̪un̪d̪ɔrɔ ekti baɡan̪e ekti mee̯e hɔ̃tɔt͡ɕʰil̪
সে আকাশে উড়ন্ত পাখির গান শোনতেই মন খুশি হয়ে উঠত,সিলেট হউ আখাশর উড়া পাখির হান হুনলেউ মন খুশ অই যাইতো,ʃɔlhet hɔ͡u̯ ɐkʰɐʃoɾ uɽɐ pɐkʰɪɾ hɐn hunle͡u̯ mon kʰuʃ ɔ͡ɪ̯ ɟɐ͡ɪ̯t̪o,s̪e akaɕe uɽɔn̪t̪ɔ pakʰirɔ ɡan̪ɔ ɕon̪t̪ei mɔn̪ɔ kʰuɕi he̯e utʰɔt̪ɔ
সে ফুলগুলোর রঙিন মেলা দেখে হৃদয় ভরে যায়,সিলেট হউ ফুুল অতার রঙিন মেলা দেখিয়া হারলে মন ভরি যায় ,ʃɔlhe hɔ͡u̯ fuul ɔt̪ɐɾ ɾoŋɪn mɛlɐ d̪exɪʲɐ hɐɾle mon voɾɪ zɐe̯ ,s̪e ɸul̪ɡul̪orɔ rɔŋin̪ɔ mel̪a d̪ekʰe hɽid̪e̯ɔ b̤ɔre d͡zae̯
তার পাশে থাকা পুতুলগুলো সেই মেয়ের সাথে খেলতে আসে,সিলেট তার লগে থাকা পুতুলগুইন হউ পুরির লগে খেলাত আয়,ʃɔlhe t̪ɐɾ lɔge t̪ʰɐkɐ put̪ulgu͡ɪ̯n hɔ͡u̯ puɾɪɾ lɔge kʰelɐt̪ ɐe̯,t̪arɔ paɕe t̪ʰaka put̪ul̪ɡul̪o s̪ei mee̯erɔ s̪at̪ʰe kʰel̪t̪e as̪e
সে আরও একটি বন্ধু বানাতে চায় যার নাম ছিল রাহাত,সিলেট তাই আরো এখটা বন্ধু বানাইতো চায় যেগুর নাম আছিল রাহাত,ʃɔlhet t̪ɐ͡ɪ̯ ɐɾo ekʰtɐ bond̪ʱu bɐnɐ͡ɪ̯t̪o cɐe̯ ɟeguɾ nɐm ɐcʰɪlo ɾɐhɐt̪,s̪e aro ekti bɔn̪d̪̤u ban̪at̪e t͡ɕae̯ɔ d͡zarɔ n̪amɔ t͡ɕʰil̪ɔ rahat̪
তোমার বন্ধুরা সত্যিই ভালো হৃদয়ের মানুষ,সিলেট তুমার বন্ধুরা হাছাউ ভালা মনর মানুষ,ʃɔlhe t̪umɐɾ bond̪ʱuɾɐ hɐcʰɐ͡u̯ bʱɐlɐ monoɾ mɐnuʃ,t̪omarɔ bɔn̪d̪̤ura s̪ɔt̪d͡zii b̤al̪o hɽid̪e̯erɔ man̪uʂ
তোমার বন্ধুরা সবাই খুব মেধাবী,সিলেট তুমার বন্ধুরা হখল অউ খুব মেধাবী,ʃɔlhe t̪umɐɾ bond̪ʱuɾɐ hɔkʰol ɔ͡u̯ kʰub med̪ʱɐbɪ,t̪omarɔ bɔn̪d̪̤ura s̪ɔbai kʰubɔ med̪̤abi
